item_id	source_path	source_key	japanese_or_source_original	current_cn	official_candidates	structural_status	decision	reason	evidence_paths
LOW-MT-01864	i18n/frontend-strings.tsv	f18063279136dbd0f21487a8	BATTLE ◆ 上級	BATTLE ◆ 上级	"[""BATTLE ◆ 上级""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=same-length-replace-block	js/event/training/EventTrainingTop.js
LOW-MT-01868	i18n/frontend-strings.tsv	f21945aaeedcda9f8baae75a	デスティニージェムをマギアチップに変換	将命运宝石转换为魔法碎片	"[""将命运宝石转换为魔法晶片""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=same-length-replace-block	js/_common/nativeCommand.js
LOW-MT-01869	i18n/frontend-strings.tsv	f24d5ffdb5600fefb4213815	さらに続きを表示	显示更多	"[""显示更后续"",""继续显示更多""]"	conflicting-official-candidates	ambiguous	two official same-path variants conflict	template/user/AnnounceTemp.html;template/user/AnnounceTempMainte.html
LOW-MT-01874	i18n/frontend-strings.tsv	f2d108006bae4253a6e488e4	有償マギアストーン	付费魔法石	"[""付费魔法石""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=same-length-replace-block	js/gacha/GachaResult.js
LOW-MT-01877	i18n/frontend-strings.tsv	f34fd9b164dfb093d3ccb835	クリア(獲得済・未コンプ)	通关(已获得·未集齐)	"[""通关（已通、未满星）""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=exact-dom-path-text	template/event/dungeon/EventDungeonTop.html
LOW-MT-01879	i18n/frontend-strings.tsv	f39ef33022618155c8fc79be	サンプルまま	保持示例	"[""按示例内容发送""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=exact-dom-path-text	template/event/storyraid/EventStoryRaidTop.html
LOW-MT-01885	i18n/frontend-strings.tsv	f58682a85c6255e136c0520d	変更する	变更	"[""变更"",""更换""]"	conflicting-official-candidates	ambiguous	two official same-path variants are context-dependent	js/campaign/box_gacha/CampaignBoxGachaTop.js;js/event/arenaMission/EventArenaMissionStage.js
LOW-MT-01886	i18n/frontend-strings.tsv	f5a4d49b8d93a40dbb6d0cb1	遊び方	玩法	"[""玩法""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=exact-dom-path-text	template/campaign/box_gacha/CampaignBoxGachaTop.html
LOW-MT-01887	i18n/frontend-strings.tsv	f5f4525af7a7fafe03fe3868	ターゲットは3枚のディスクを選択する際に@毎回変更することができます	选择 3 张圆盘时@每次都可以更改目标	"[""选择3枚行动盘时@每次都可以变更攻击目标""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=same-length-replace-block	js/_common/nativeCommand.js
LOW-MT-01888	i18n/frontend-strings.tsv	f60c99bd97a60f3e52893609	※ムービーデータは、後からダウンロードすることも可能です。\\n※Wi-Fi環境でのダウンロードをお勧めします。	※影片数据也可以稍后下载。\\\n※建议在Wi-Fi环境下下载。	"[""※影片资料也可以之后再下载。\n※建议在Wi-Fi模式下进行下载。""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=same-length-replace-block	js/_common/nativeCommand.js
LOW-MT-01889	i18n/frontend-strings.tsv	f6a72399549288047e36b01e	マギア強化	Magia强化	"[""魔法强化""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=exact-dom-path-text	template/chara/CharaComposeMagia.html
LOW-MT-01893	i18n/frontend-strings.tsv	f6f237f4cf1012eff94ea65c	編成コピー確認	编成复制确认	"[""复制编队确认""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=same-length-replace-block	js/formation/DeckFormation.js
LOW-MT-01894	i18n/frontend-strings.tsv	f71d25a38108a9641abb0a16	を覚醒します。\\x3cbr\\x3eよろしいですか？\\x3c/p\\x3e	进行觉醒。\\x3cbr\\x3e确定吗?\\x3c/p\\x3e	"[""将进行觉醒。<br>确定吗？""]"	single-official-candidate	reject-structural-candidate	candidate omits the source closing tag	js/chara/CharaCustomize.js
LOW-MT-01899	i18n/frontend-strings.tsv	f809acc9f8d32e5767a50389	開始する	开始	"[""开始""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=same-length-replace-block	js/regularEvent/groupBattle/RegularEventGroupBattleSelectUnion.js
LOW-MT-01909	i18n/frontend-strings.tsv	f8ca6c8306df5b7eafaa4082	陣形の前列は敵の攻撃を受けやすくなるため@防御力が高い魔法少女を配置しましょう	阵形前排更容易受到敌人攻击@请配置防御力高的魔法少女	"[""由于阵形前列易受敌人攻击@请将防御力高的魔法少女配置在前列""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=same-length-replace-block	js/_common/nativeCommand.js
LOW-MT-01910	i18n/frontend-strings.tsv	f8cdb2216bb8face1022444b	メモリアセットの内容が変更されています。	记忆结晶套装的内容已变更。	"[""记忆结晶组合的内容已更改。""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=same-length-replace-block	js/memoria/MemoriaEquip.js
LOW-MT-01915	i18n/frontend-strings.tsv	fa6590705b839013176cc644	Accele性能アップ	Accele性能提升	"[""Accele性能提升""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=same-length-replace-block	js/chara/CharaEnhancementTree.js
LOW-MT-01920	i18n/frontend-strings.tsv	fb1aa1245697422b2d7e74c8	ガチャを引く	进行抽卡	"[""抽取扭蛋""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=same-length-replace-block	js/campaign/box_gacha/CampaignBoxGachaTop.js
LOW-MT-01925	i18n/frontend-strings.tsv	fc69b24f7570a4a0b83598b3	エラー	错误	"[""错误""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=same-length-replace-block	js/camera/CameraTop.js
LOW-MT-01926	i18n/frontend-strings.tsv	fc82b419fb26da6eee427bc4	時間	时间	"[""小时""]"	single-official-candidate	reject-structural-candidate	generic source word aligns only in one context and is unsafe globally	js/event/raid/EventRaidTop.js
LOW-MT-01927	i18n/frontend-strings.tsv	fca5aba9be044cd343adf5c9	レアリティ	稀有度	"[""稀有度""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=same-length-replace-block	js/event/accomplish/EventAccomplishRecovery.js;js/quest/QuestUtil.js
LOW-MT-01928	i18n/frontend-strings.tsv	fcaed7bfa9a5637f25393969	<span>または</span>	<span>或</span>	"[""<span>或者</span>""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=same-length-replace-block	js/event/branch/EventBranchTop.js
LOW-MT-01930	i18n/frontend-strings.tsv	fd1fba50ca2ae76647047284	メモリアセット上書き確認	记忆结晶套装覆盖确认	"[""是否继续？</p>""]"	single-official-candidate	reject-structural-candidate	ordered-block alignment points to a different popup field	js/memoria/MemoriaSetEquip.js
LOW-MT-01932	i18n/frontend-strings.tsv	fd8ead924a6bdc6e62bc397f	クエストへ	前往关卡	"[""入手方法""]"	single-official-candidate	reject-structural-candidate	DOM structure shifted; the candidate means a different action	template/chara/CharaEnhancementMaterialPopup.html
LOW-MT-01934	i18n/frontend-strings.tsv	fe035743aa1cb77550e39a67	Blastディスクは2枚め、3枚めで@攻撃するほどダメージが上昇します	Blast 圆盘越是在第 2 张、第 3 张@攻击时伤害越高	"[""使用第2、第3枚Blast行动盘@攻击时的伤害增大""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=same-length-replace-block	js/_common/nativeCommand.js
LOW-MT-01940	i18n/frontend-strings.tsv	ff0a23757c160ce67f7c518b	回復が必要な魔法少女は存在しません	没有需要回复的魔法少女	"[""没有需要回复的魔法少女""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=exact-dom-path-text	template/event/accomplish/EventAccomplishRecovery.html
LOW-MT-01943	i18n/frontend-strings.tsv	ff62ba693f7b1d6b05d7c368	\\x3cp\\x3eガチャでは魔法少女やメモリアを手に入れることができます\\x3cbr\\x3e特別に選んだ魔法少女1体を必ずもらえるガチャを用意しました\\x3cbr\\x3e好きな魔法少女を選んでみましょう\\x3c/p\\x3e	\\x3cp\\x3e扭蛋可以获得魔法少女和记忆结晶\\x3cbr\\x3e我们准备了必得1个自选魔法少女的扭蛋\\x3cbr\\x3e来选一个喜欢的魔法少女吧\\x3c/p\\x3e	"[""<p>在扭蛋中可以获得魔法少女或记忆结晶<br>另外还特意准备了必出1名可选魔法少女的扭蛋<br>从中选择您喜欢的魔法少女吧</p>""]"	single-official-candidate	accept-official-cn	accepted only for exact same-path official evidence; methods=same-length-replace-block	js/util/TutorialUtil.js
