item_id	stable_business_key	source_path	source_key	source_field	japanese_or_source_original	seed_cn	seed_origin	current_cn	suggested_cn	final_value	source_record_sha256	target_contract_sha256	review_status	final_origin	machine_translated
LOW-MT-00852	i18n/frontend-strings.tsv#54a1718011043f8ded657903/candidate_cn	i18n/frontend-strings.tsv	54a1718011043f8ded657903	candidate_cn	\\nアリーナスタブページへ遷移します。	\\\n即将跳转至镜界占位页。	adopted_suggestion	\\\n即将跳转至镜界占位页。	\\n即将跳转至镜界占位页。	\\\n即将跳转至镜界占位页。	2cc7bd953141cba2f053865d44aa1bf76bf8304ecceecb02ab4ce9ddcee89ccb	9043cc5dec5c517b8c6a28a50e8b87989b92c4f37c888880ae6ba29111a37bed	rough-production-machine-suggestion-adopted	machine-suggestion	true
LOW-MT-01015	i18n/frontend-strings.tsv#6c348c63b69ed6c769144884/candidate_cn	i18n/frontend-strings.tsv	6c348c63b69ed6c769144884	candidate_cn	を行います。	将进行。	adopted_suggestion	进行中。	将进行。	将进行。	758a9548ae300651c49c17eddf81c10734e55cc872fb903471dbac1a80ebf57c	b2c1b25427da73d55456035c61f68ba721151cb32691950204420256e347ac02	rough-production-machine-suggestion-adopted	machine-suggestion	true
LOW-MT-01095	i18n/frontend-strings.tsv#785e28a5f9f665de85559323/candidate_cn	i18n/frontend-strings.tsv	785e28a5f9f665de85559323	candidate_cn	鏡の魔女との戦いに編成されていない魔法少女が、\\x3cbr\\x3e1体以上編成されているチームを選択してください。	请选择编有\\x3cbr\\x3e1个以上未编入镜之魔女战斗的魔法少女的队伍。	adopted_suggestion	请选择编有1个以上\\x3cbr\\x3e未编入镜之魔女战斗的魔法少女的队伍。	请选择编有\\x3cbr\\x3e1个以上未编入镜之魔女战斗的魔法少女的队伍。	请选择编有\\x3cbr\\x3e1个以上未编入镜之魔女战斗的魔法少女的队伍。	4e1f7d1e821bf16e1e49feb99b73aac7b64e846a80c7726fecc6caf12cad7d49	d3ac9b71d86267c872c5b9ff1a9a6f33406fa1390a978a1508931fa82a9c0e02	rough-production-machine-suggestion-adopted	machine-suggestion	true
LOW-MT-01200	i18n/frontend-strings.tsv#874d5b487374e61242a79465/candidate_cn	i18n/frontend-strings.tsv	874d5b487374e61242a79465	candidate_cn	\\nイベントアリーナスタブページへ遷移します。	\\\n即将跳转至活动镜界占位页。	adopted_suggestion	\\\n即将跳转至活动镜界占位页。	\n即将跳转至活动镜界占位页。	\\\n即将跳转至活动镜界占位页。	28693920fe315e52a8fb601c3ad236931e4dd9da35b23894aae7c732bbc21fc9	612c585a4dbe429d9fa65b2597b28e245bc6e011aa891842cc56813a0a049bf4	rough-production-machine-suggestion-adopted	machine-suggestion	true
LOW-MT-01248	i18n/frontend-strings.tsv#8fd26703f47ca3701b76e131/candidate_cn	i18n/frontend-strings.tsv	8fd26703f47ca3701b76e131	candidate_cn	\\x3c/span\\x3eに移動します。\\x3cbr\\x3eよろしいですか？	\\x3c/span\\x3e。\\x3cbr\\x3e确定要移动吗？	adopted_suggestion	\\x3c/span\\x3e。\\x3cbr\\x3e确定吗?	\x3c/span\x3e。\x3cbr\x3e确定移动吗?	\\x3c/span\\x3e。\\x3cbr\\x3e确定要移动吗？	1593b75221f51b098916c9156876ed2b533648723fa670ae0aead2ac838553ad	11cb827f2c236392e26ca532107e2ba1bab3e75263a43331ca51ad2a0484f483	rough-production-machine-suggestion-adopted	machine-suggestion	true
LOW-MT-01294	i18n/frontend-strings.tsv#9828bc5b7c0b39c19ca5f319/candidate_cn	i18n/frontend-strings.tsv	9828bc5b7c0b39c19ca5f319	candidate_cn	人以上の魔法少女が\\x3cbr\\x3e編成に含まれている必要があります。	名以上魔法少女\\x3cbr\\x3e组成的队伍。	adopted_suggestion	人以上的魔法少女\\x3cbr\\x3e编在队伍中。	人以上の魔法少女\x3cbr\x3e必须包含在编成中。	名以上魔法少女\\x3cbr\\x3e组成的队伍。	9b3909b6f459e35d7c4722963c70d497dc19c337d0b047c9e3cad74450d043d2	04b51e586ab680294cabe4a7c18b69ed84c9eec7cd5d23f7cc58f729d87d978e	rough-production-machine-suggestion-adopted	machine-suggestion	true
LOW-MT-01378	i18n/frontend-strings.tsv#a3c809492eb4ae5f8fa03af9/candidate_cn	i18n/frontend-strings.tsv	a3c809492eb4ae5f8fa03af9	candidate_cn	)\\x3c/span\\x3eを選択しています。\\x3cbr\\x3e	)\\x3c/span\\x3e已被选中。\\x3cbr\\x3e	adopted_suggestion	)\\x3c/span\\x3e。\\x3cbr\\x3e	)\x3c/span\x3e正在选择。\x3cbr\x3e	)\\x3c/span\\x3e已被选中。\\x3cbr\\x3e	52bc716703a628b311ba06215bde47e81d1f16868008e604509b4a8b4794b1b0	e5999cc0b91868269522e5b54dfbef9c58614a3055b095b72f8658543b937a99	rough-production-machine-suggestion-adopted	machine-suggestion	true
LOW-MT-01426	i18n/frontend-strings.tsv#ac12782df2b63aa86553e736/candidate_cn	i18n/frontend-strings.tsv	ac12782df2b63aa86553e736	candidate_cn	個</span>不足しているため<br>クールタイムを解除できません。	个</span>仍不足以<br>解除冷却时间。	adopted_suggestion	个</span>,<br>无法解除冷却时间。	个</span>不足,<br>无法解除冷却时间。	个</span>仍不足以<br>解除冷却时间。	ee400bb5d95488793ffaae20cdd9407b7e0e7ba93fe9832b7991a140df34221c	8c23817775dda6e511c7b27c40123afe29599ed682a0ec6c372377bb9cfce4a8	rough-production-machine-suggestion-adopted	machine-suggestion	true
LOW-MT-01446	i18n/frontend-strings.tsv#aeb10e2669040ba4ee914a10/candidate_cn	i18n/frontend-strings.tsv	aeb10e2669040ba4ee914a10	candidate_cn	人未満の魔法少女の\\x3cbr\\x3e編成である必要があります。	名以内的魔法少女\\x3cbr\\x3e组成队伍。	adopted_suggestion	人以下的魔法少女\\x3cbr\\x3e编成。	人未满的魔法少女\x3cbr\x3e编成是必须的。	名以内的魔法少女\\x3cbr\\x3e组成队伍。	f69f609ae64a59879c5bb1488c87de2b501f1f929ab88ad1a948f247c7079ef8	650c332937d2732cf298413ebcd1fee93d66a2eb511e45f61ccc428331d195e5	rough-production-machine-suggestion-adopted	machine-suggestion	true
LOW-MT-01496	i18n/frontend-strings.tsv#b7936ca12f2dfd4c596bf49b/candidate_cn	i18n/frontend-strings.tsv	b7936ca12f2dfd4c596bf49b	candidate_cn	アップ！	！	adopted_suggestion	!	提升!	！	cc971f83ab8b75f40660f6502a45d4c8fbdc007cc6c8294a798d2c801c374931	ac55822605fe9966952b0c8d9dfe9af72b49e3269577b8c465612a34866be7b5	rough-production-machine-suggestion-adopted	machine-suggestion	true
LOW-MT-01519	i18n/frontend-strings.tsv#b9b6bbf3638051a07019bcd4/candidate_cn	i18n/frontend-strings.tsv	b9b6bbf3638051a07019bcd4	candidate_cn	】<br>している必要があります。	】<br>这一条件。	adopted_suggestion	】<br>。	】<br>的状态。	】<br>这一条件。	39d1920918e9a0c7f32ea6545b00cae45908b117f6e91f47f8d2e82ab1f5331f	214dc7f8b7a2c0c1787cb3f08b2203a3f2697141a5dd74d64b3ec145cca2d609	rough-production-machine-suggestion-adopted	machine-suggestion	true
LOW-MT-01538	i18n/frontend-strings.tsv#bc5124298f233c2232bd1ad4/candidate_cn	i18n/frontend-strings.tsv	bc5124298f233c2232bd1ad4	candidate_cn	まで開催します。<br><br>イベントに参加するためには<br>【	截止。<br><br>参加活动需要满足<br>【	adopted_suggestion	为止。<br><br>参加活动需要<br>【	为止举办。<br><br>参加活动需要<br>【	截止。<br><br>参加活动需要满足<br>【	82a792ddefa2a0876818be13e9d5da66c30125856bf0acf1571ee9801e9db239	9d27e060f3c994d7e260c29e76c571e8467609aae7ca294b3e4bce9bc9b16832	rough-production-machine-suggestion-adopted	machine-suggestion	true
LOW-MT-01584	i18n/frontend-strings.tsv#c4747aa218a1d90135846d00/candidate_cn	i18n/frontend-strings.tsv	c4747aa218a1d90135846d00	candidate_cn	ガチャ提供一覧	扭蛋提供一览	adopted_suggestion	抽卡概率一览	扭蛋提供一览	扭蛋提供一览	dd9b2318104dba1844f31af080e24c12f8490516336fdae6bb771f78a7db1ea5	c62e5511a899dd54b1e78a1da5c45a371cffe0b64bf6492870616f273112f63c	rough-production-machine-suggestion-adopted	machine-suggestion	true
LOW-MT-01591	i18n/frontend-strings.tsv#c5ca08622db5c34f61bacc67/candidate_cn	i18n/frontend-strings.tsv	c5ca08622db5c34f61bacc67	candidate_cn	クリア済のステージでは	在已通关的关卡中	adopted_suggestion	已通关的关卡点	在已通关的关卡中	在已通关的关卡中	b6ab8cb48bc3e7d7c751789c135b4205bc351ff2197c3054bf1bcaa562401b56	e1beb1311e146f0c7c509f76e6c00b49dbced0985f5a14a9460ba83b635d57ce	rough-production-machine-suggestion-adopted	machine-suggestion	true
LOW-MT-01672	i18n/frontend-strings.tsv#d44dc0d78733412e661d8ad0/candidate_cn	i18n/frontend-strings.tsv	d44dc0d78733412e661d8ad0	candidate_cn	\\x3c/span\\x3eを選択しています。\\x3cbr\\x3e	\\x3c/span\\x3e已被选中。\\x3cbr\\x3e	adopted_suggestion	\\x3c/span\\x3e。\\x3cbr\\x3e	\x3c/span\x3e正在选择。\x3cbr\x3e	\\x3c/span\\x3e已被选中。\\x3cbr\\x3e	c6d00ca6a8e0b90180146637295a165db8c37f5f4cce73eb279ea177cb5d6ae4	ac2c6899f3df5446bf2590f0044c71dbd9d21b108def22761167b83dd3a9b78f	rough-production-machine-suggestion-adopted	machine-suggestion	true
LOW-MT-01685	i18n/frontend-strings.tsv#d5d45daac7c5b5b4dc1f5334/candidate_cn	i18n/frontend-strings.tsv	d5d45daac7c5b5b4dc1f5334	candidate_cn	保管庫	保管库	adopted_suggestion	仓库	保管库	保管库	df781963c6e6c95819b8d69c016b9d87edcc031e87fb4ffaed705f94edc8166b	784b9c5c242d8e085091535f3b31f7a32ad4917e66c6e217070a8e54fab6eb4f	rough-production-machine-suggestion-adopted	machine-suggestion	true
LOW-MT-01699	i18n/frontend-strings.tsv#d79444e116b06edb10e37555/candidate_cn	i18n/frontend-strings.tsv	d79444e116b06edb10e37555	candidate_cn	ランキング報酬	排行榜报酬	adopted_suggestion	排名奖励	排行榜报酬	排行榜报酬	30d2bda802ed66ec34d9e01720fd6c858dbd016f11d4476073d5d7682159ab14	cb6a15164f642f3160a42a441c7605387a4951e7856d7be9e665ef2f8be91f2a	rough-production-machine-suggestion-adopted	machine-suggestion	true
LOW-MT-00312	i18n/fragments.tsv#c60449f00e5808817a945f37/candidate_cn	i18n/fragments.tsv	c60449f00e5808817a945f37	candidate_cn	"+c+""が""+a+l+e"	+c+a+e+l	current	+c+a+e+l		+c+a+e+l	3625a0d66a3b0beb172dc4d94d0a2386ed81e3dfe52d3fa2a0643e15b1621802	ecba51dbd62169a75c1c745288393d9eec3a8567e85db9db0a4fcb034757be7d	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00317	i18n/frontend-strings.tsv#00406b3af58099722ba48576/candidate_cn	i18n/frontend-strings.tsv	00406b3af58099722ba48576	candidate_cn	パフパフパフー♪＠パーフェクトおめでとう！＠全部解けるとすっきりするわよね	啪啪啪♪＠恭喜全对!＠全部答完真是痛快呢	current	啪啪啪♪＠恭喜全对!＠全部答完真是痛快呢		啪啪啪♪＠恭喜全对!＠全部答完真是痛快呢	4c314812c1994a5fb0257abcfe0804bfb5f902faef720d1e8faa9e310d6cb233	8c8838e2f5c0de1444b457490f0280034808f73c8e82d35ee696565aaa5c69b0	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00322	i18n/frontend-strings.tsv#00ba2d290580be6541a7e725/candidate_cn	i18n/frontend-strings.tsv	00ba2d290580be6541a7e725	candidate_cn	殲滅戦には専用の編成が必要です。\\x3cbr\\x3eクエスト編成をコピーして殲滅戦の編成を行いますか？	歼灭战需要专用编成。\\x3cbr\\x3e要复制关卡编成来进行歼灭战编成吗?	current	歼灭战需要专用编成。\\x3cbr\\x3e要复制关卡编成来进行歼灭战编成吗?		歼灭战需要专用编成。\\x3cbr\\x3e要复制关卡编成来进行歼灭战编成吗?	d39c6b197253c8fd9249e834a6e31385fc1f19c17e89828b003e81b82914dfa7	0f20c6d426650c2ea946bd7f70c043616c7a4796dc1e153a0facf723031e54f9	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00343	i18n/frontend-strings.tsv#04cec6b41d97f12a629dceb4/candidate_cn	i18n/frontend-strings.tsv	04cec6b41d97f12a629dceb4	candidate_cn	データの引き継ぎ・連携元となる引き継ぎ・連携IDと設定したパスワードを入力するとデータの引き継ぎ・連携が完了します。	输入作为数据转移·关联来源的数据转移·关联ID和设置的密码,即可完成数据转移·关联。	current	输入作为数据转移·关联来源的数据转移·关联ID和设置的密码,即可完成数据转移·关联。		输入作为数据转移·关联来源的数据转移·关联ID和设置的密码,即可完成数据转移·关联。	ae2c143f3c10fa064bc254906e6bf511c3ba1ffce9f6ebb85e6c9290cedf67e9	ee933424e2ea3bff308938c0526d3df76339947b98f47ba6d244de116f6eb92b	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00350	i18n/frontend-strings.tsv#05d6c03bdd1b76cd767d8a1f/candidate_cn	i18n/frontend-strings.tsv	05d6c03bdd1b76cd767d8a1f	candidate_cn	クールタイムを解除します。よろしいですか？	即将解除冷却时间。确定吗?	current	即将解除冷却时间。确定吗?		即将解除冷却时间。确定吗?	38581ee6dbc57f436e65f290a63de16228b80f9a9efbc5c0bb70ae4df0bcd6e7	857d116a465cad8c707d2dabb7c7652515cbb01c54016d005221e8062eb33dfa	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00363	i18n/frontend-strings.tsv#080cbf573c8e968cdf796092/candidate_cn	i18n/frontend-strings.tsv	080cbf573c8e968cdf796092	candidate_cn	\\x3c/span\\x3eに「いいね」します！\\x3cbr\\x3e\\x3cbr\\x3e\\x3cspan class\\x3d'c_red'\\x3e※いいねは1日	\\x3c/span\\x3e点赞!\\x3cbr\\x3e\\x3cbr\\x3e\\x3cspan class\\x3d'c_red'\\x3e※点赞每天	current	\\x3c/span\\x3e点赞!\\x3cbr\\x3e\\x3cbr\\x3e\\x3cspan class\\x3d'c_red'\\x3e※点赞每天		\\x3c/span\\x3e点赞!\\x3cbr\\x3e\\x3cbr\\x3e\\x3cspan class\\x3d'c_red'\\x3e※点赞每天	042a2b1fb5779db00df2307429173c40e11848927968125f5c919bf3b965fa55	df74464ccf92175744110c13ddba4d2a10a369bd0996fc493a4982948b97d222	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00369	i18n/frontend-strings.tsv#08d174c4b14712073978e28d/candidate_cn	i18n/frontend-strings.tsv	08d174c4b14712073978e28d	candidate_cn	\\x3c/span\\x3eの\\x3cbr\\x3e精神強化をすべてリセットします。よろしいですか？\\x3cbr\\x3e\\x3cspan class\\x3d'resetCaution c_red'\\x3e※精神強化に使用した素材は返還されますが、CCは返還されません\\x3c/span\\x3e\\x3cdiv class\\x3d'resetItem pointFrame'\\x3e\\x3cspan class\\x3d'hasIcons'\\x3e\\x3cimg src\\x3d'/magica/resource/image_web/common/icon/icon_reset_enhance_f.png'\\x3e\\x3c/span\\x3e\\x3cspan class\\x3d'itemCount'\\x3e	\\x3c/span\\x3e的\\x3cbr\\x3e精神强化将全部重置。确定吗?\\x3cbr\\x3e\\x3cspan class\\x3d'resetCaution c_red'\\x3e※精神强化使用的素材会返还,但CC不会返还\\x3c/span\\x3e\\x3cdiv class\\x3d'resetItem pointFrame'\\x3e\\x3cspan class\\x3d'hasIcons'\\x3e\\x3cimg src\\x3d'/magica/resource/image_web/common/icon/icon_reset_enhance_f.png'\\x3e\\x3c/span\\x3e\\x3cspan class\\x3d'itemCount'\\x3e	current	\\x3c/span\\x3e的\\x3cbr\\x3e精神强化将全部重置。确定吗?\\x3cbr\\x3e\\x3cspan class\\x3d'resetCaution c_red'\\x3e※精神强化使用的素材会返还,但CC不会返还\\x3c/span\\x3e\\x3cdiv class\\x3d'resetItem pointFrame'\\x3e\\x3cspan class\\x3d'hasIcons'\\x3e\\x3cimg src\\x3d'/magica/resource/image_web/common/icon/icon_reset_enhance_f.png'\\x3e\\x3c/span\\x3e\\x3cspan class\\x3d'itemCount'\\x3e		\\x3c/span\\x3e的\\x3cbr\\x3e精神强化将全部重置。确定吗?\\x3cbr\\x3e\\x3cspan class\\x3d'resetCaution c_red'\\x3e※精神强化使用的素材会返还,但CC不会返还\\x3c/span\\x3e\\x3cdiv class\\x3d'resetItem pointFrame'\\x3e\\x3cspan class\\x3d'hasIcons'\\x3e\\x3cimg src\\x3d'/magica/resource/image_web/common/icon/icon_reset_enhance_f.png'\\x3e\\x3c/span\\x3e\\x3cspan class\\x3d'itemCount'\\x3e	618d405f0072b8c9363dc19b35a956fd6b4eaa10a64d54edd20e84cda82ec855	6e01ee9db9a2925401aac37eac9ef25008aad27da981e29cef9948c0519adbdb	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00371	i18n/frontend-strings.tsv#0914852cb4aae98b9b3d3db2/candidate_cn	i18n/frontend-strings.tsv	0914852cb4aae98b9b3d3db2	candidate_cn	を送ることで、引き継ぎMPを	，即可让继承MP	current	，即可让继承MP		，即可让继承MP	83bda5d84bfcd6b3263d579db32dd1566ac9883cc6e564ed146090f6dd2de86a	1de95fa7f2aac2c0ba8bfcb7bbc51e85fdda2eec7e2da9e433e4c740133c225c	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00402	i18n/frontend-strings.tsv#0ec95a2489f7fd04a5157979/candidate_cn	i18n/frontend-strings.tsv	0ec95a2489f7fd04a5157979	candidate_cn	回復アイテムを１つ使用して	使用1个回复道具,	current	使用1个回复道具,		使用1个回复道具,	1aba207bbe605f58e00f4348f3011f54a5aaea83c138b579812e696c13885881	7f0bbf850be66b837874236cf9eae6656fb39ba36c69e2ecc6a7793fb55b73c1	rough-production-machine-current-retained	machine-current	unknown
LOW-MT-00417	i18n/frontend-strings.tsv#10882139d8f61550d84202a0/candidate_cn	i18n/frontend-strings.tsv	10882139d8f61550d84202a0	candidate_cn	※第1章3話のストーリーはアーカイブから参照できます	※第1章3话的剧情可从存档中查看	current	※第1章3话的剧情可从存档中查看		※第1章3话的剧情可从存档中查看	7781b4ba8abfd1d992d117980312deb8c0fa7aa99277b128ab2f8b095862efb7	d2cc28429a7ba3b52d08361cb13e0b0c08341ef29355ebc1db0b4f5cc1920843	rough-production-machine-current-retained	machine-current	unknown
