source_index	batch_number	item_id	stable_business_key	source_path	source_key	source_field	review_kind	allowed_action	japanese_or_source_original	old_cn	current_cn	suggested_cn	parent_verdict	parent_rationale	role_verdicts	role_details	highest_authority_tier	authority_status	authority_evidence	official_cn	wiki_cn	confirmed_human_cn	protected_authority_text	product_write_allowed	allowed_human_decisions	review_status	human_decision	reviewer	timestamp	final_value	human_revision	human_notes	review_scope_status	application_policy	effective_cn	effective_tier	effective_source_file	effective_source_line	shadowed_by_higher_authority	product_write_forbidden	canonical_write_allowed_after_human_gate
670	34	LOW-MT-00976	i18n/frontend-strings.tsv#654eb68ae1b5c20edc57e462/candidate_cn	i18n/frontend-strings.tsv	654eb68ae1b5c20edc57e462	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	悪魔	恶魔	恶魔		approved	R1语义与R5格式均判定通过，object-storage/R3/R4因无权威对照证据不适用；无修正意见，判定通过。	"{""confirmed_human_provenance_protection"": ""N/A"", ""hiiraginemu_wiki_comparison"": ""N/A"", ""japanese_semantics_context"": ""approved"", ""names_honorifics_terms_placeholders_format"": ""approved"", ""official_cn_comparison"": ""N/A""}"	"{""confirmed_human_provenance_protection"": {""applicability"": ""N/A"", ""evidence"": ""No confirmed-human or protected authority evidence supplied; confirmed_human_cn is empty and protected_authority_text=false."", ""rationale"": ""authority_references.confirmed_human_cn is empty and protected_authority_text=false; no confirmed-human/protected evidence supplied, verification not possible."", ""verdict"": ""N/A""}, ""hiiraginemu_wiki_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no HiiragiNemu-wiki evidence supplied for this item"", ""rationale"": ""authority_references.wiki_cn is empty; no HiiragiNemu-wiki evidence supplied, comparison not possible."", ""verdict"": ""N/A""}, ""japanese_semantics_context"": {""applicability"": ""applicable"", ""evidence"": ""JP「悪魔」 CN「恶魔」"", ""rationale"": ""悪魔按既有术语译为恶魔,一致。"", ""verdict"": ""approved""}, ""names_honorifics_terms_placeholders_format"": {""applicability"": ""applicable"", ""evidence"": ""JP: 悪魔 CN: 恶魔"", ""rationale"": ""悪魔=恶魔 matches the glossary; no tags, placeholders, or Latin tokens."", ""verdict"": ""approved""}, ""official_cn_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no official-CN evidence supplied for this item"", ""rationale"": ""authority_references.official_cn is empty; no official-CN evidence supplied, comparison not possible."", ""verdict"": ""N/A""}}"	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:313;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				false	false	[]	higher-authority-shadowed-read-only							higher-authority-shadowed	product-write-forbidden	恶魔	wiki	i18n/glossary.tsv	606	true	true	false
687	35	LOW-MT-00993	i18n/frontend-strings.tsv#68f1a982b1cbc8d4945aa71a/candidate_cn	i18n/frontend-strings.tsv	68f1a982b1cbc8d4945aa71a	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	カースチップ	诅咒晶片（CC）	诅咒晶片（CC）		approved	R1语义与R5格式均判定通过，object-storage/R3/R4因无权威对照证据不适用；无修正意见，判定通过。	"{""confirmed_human_provenance_protection"": ""N/A"", ""hiiraginemu_wiki_comparison"": ""N/A"", ""japanese_semantics_context"": ""approved"", ""names_honorifics_terms_placeholders_format"": ""approved"", ""official_cn_comparison"": ""N/A""}"	"{""confirmed_human_provenance_protection"": {""applicability"": ""N/A"", ""evidence"": ""No confirmed-human or protected authority evidence supplied; confirmed_human_cn is empty and protected_authority_text=false."", ""rationale"": ""authority_references.confirmed_human_cn is empty and protected_authority_text=false; no confirmed-human/protected evidence supplied, verification not possible."", ""verdict"": ""N/A""}, ""hiiraginemu_wiki_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no HiiragiNemu-wiki evidence supplied for this item"", ""rationale"": ""authority_references.wiki_cn is empty; no HiiragiNemu-wiki evidence supplied, comparison not possible."", ""verdict"": ""N/A""}, ""japanese_semantics_context"": {""applicability"": ""applicable"", ""evidence"": ""JP「カースチップ」↔CN「诅咒晶片（CC）」"", ""rationale"": ""カースチップ译「诅咒晶片」符合既定术语，括号内CC为该道具惯用简称标注，不构成关键信息增改。"", ""verdict"": ""approved""}, ""names_honorifics_terms_placeholders_format"": {""applicability"": ""applicable"", ""evidence"": ""JP「カースチップ」→CN「诅咒晶片（CC）」"", ""rationale"": ""カースチップ→诅咒晶片 is established; appended （CC） keeps the Latin token and uses acceptable full-width parens, so format fidelity holds."", ""verdict"": ""approved""}, ""official_cn_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no official-CN evidence supplied for this item"", ""rationale"": ""authority_references.official_cn is empty; no official-CN evidence supplied, comparison not possible."", ""verdict"": ""N/A""}}"	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:330;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=e42bd14854a998a9ea65f5b2da4b659f01fb63c5				false	false	[]	higher-authority-shadowed-read-only							higher-authority-shadowed	product-write-forbidden	诅咒晶片（CC）	wiki	i18n/glossary.tsv	251	true	true	false
688	35	LOW-MT-00994	i18n/frontend-strings.tsv#68fad22f6d3d30d297178cf6/candidate_cn	i18n/frontend-strings.tsv	68fad22f6d3d30d297178cf6	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	あくま	恶魔	恶魔		approved	R1语义与R5格式均判定通过，object-storage/R3/R4因无权威对照证据不适用；无修正意见，判定通过。	"{""confirmed_human_provenance_protection"": ""N/A"", ""hiiraginemu_wiki_comparison"": ""N/A"", ""japanese_semantics_context"": ""approved"", ""names_honorifics_terms_placeholders_format"": ""approved"", ""official_cn_comparison"": ""N/A""}"	"{""confirmed_human_provenance_protection"": {""applicability"": ""N/A"", ""evidence"": ""No confirmed-human or protected authority evidence supplied; confirmed_human_cn is empty and protected_authority_text=false."", ""rationale"": ""authority_references.confirmed_human_cn is empty and protected_authority_text=false; no confirmed-human/protected evidence supplied, verification not possible."", ""verdict"": ""N/A""}, ""hiiraginemu_wiki_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no HiiragiNemu-wiki evidence supplied for this item"", ""rationale"": ""authority_references.wiki_cn is empty; no HiiragiNemu-wiki evidence supplied, comparison not possible."", ""verdict"": ""N/A""}, ""japanese_semantics_context"": {""applicability"": ""applicable"", ""evidence"": ""JP「あくま」↔CN「恶魔」"", ""rationale"": ""あくま（悪魔）译「恶魔」准确对应，语义一致。"", ""verdict"": ""approved""}, ""names_honorifics_terms_placeholders_format"": {""applicability"": ""applicable"", ""evidence"": ""JP「あくま」→CN「恶魔」"", ""rationale"": ""No tags, tokens, or punctuation; plain text pair with nothing to break."", ""verdict"": ""approved""}, ""official_cn_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no official-CN evidence supplied for this item"", ""rationale"": ""authority_references.official_cn is empty; no official-CN evidence supplied, comparison not possible."", ""verdict"": ""N/A""}}"	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:308;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				false	false	[]	higher-authority-shadowed-read-only							higher-authority-shadowed	product-write-forbidden	恶魔	wiki	i18n/glossary.tsv	174	true	true	false
763	39	LOW-MT-01069	i18n/frontend-strings.tsv#73e61682ef38bae6a3d2e60f/candidate_cn	i18n/frontend-strings.tsv	73e61682ef38bae6a3d2e60f	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	バランス	均衡	均衡		approved	R1语义与R5格式均判定通过，object-storage/R3/R4因无权威对照证据不适用；无修正意见，判定通过。	"{""confirmed_human_provenance_protection"": ""N/A"", ""hiiraginemu_wiki_comparison"": ""N/A"", ""japanese_semantics_context"": ""approved"", ""names_honorifics_terms_placeholders_format"": ""approved"", ""official_cn_comparison"": ""N/A""}"	"{""confirmed_human_provenance_protection"": {""applicability"": ""N/A"", ""evidence"": ""No confirmed-human or protected authority evidence supplied; confirmed_human_cn is empty and protected_authority_text=false."", ""rationale"": ""authority_references.confirmed_human_cn is empty and protected_authority_text=false; no confirmed-human/protected evidence supplied, verification not possible."", ""verdict"": ""N/A""}, ""hiiraginemu_wiki_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no HiiragiNemu-wiki evidence supplied for this item"", ""rationale"": ""authority_references.wiki_cn is empty; no HiiragiNemu-wiki evidence supplied, comparison not possible."", ""verdict"": ""N/A""}, ""japanese_semantics_context"": {""applicability"": ""applicable"", ""evidence"": ""JP「バランス」 vs CN「均衡」"", ""rationale"": ""バランス=均衡，术语一致。"", ""verdict"": ""approved""}, ""names_honorifics_terms_placeholders_format"": {""applicability"": ""applicable"", ""evidence"": ""JP:「バランス」 CN:「均衡」"", ""rationale"": ""Plain text with no format tokens; バランス=均衡 matches established term list."", ""verdict"": ""approved""}, ""official_cn_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no official-CN evidence supplied for this item"", ""rationale"": ""authority_references.official_cn is empty; no official-CN evidence supplied, comparison not possible."", ""verdict"": ""N/A""}}"	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:300;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=a2fe8becd5d57b825b631fc0f058bf624d7d5e1f				false	false	[]	higher-authority-shadowed-read-only							higher-authority-shadowed	product-write-forbidden	均衡	wiki	i18n/glossary.tsv	335	true	true	false
764	39	LOW-MT-01070	i18n/frontend-strings.tsv#7432b8db1c6ed86281f538f6/candidate_cn	i18n/frontend-strings.tsv	7432b8db1c6ed86281f538f6	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	円環マギア	圆环Magia	圆环Magia		approved	R1语义与R5格式均判定通过，object-storage/R3/R4因无权威对照证据不适用；无修正意见，判定通过。	"{""confirmed_human_provenance_protection"": ""N/A"", ""hiiraginemu_wiki_comparison"": ""N/A"", ""japanese_semantics_context"": ""approved"", ""names_honorifics_terms_placeholders_format"": ""approved"", ""official_cn_comparison"": ""N/A""}"	"{""confirmed_human_provenance_protection"": {""applicability"": ""N/A"", ""evidence"": ""No confirmed-human or protected authority evidence supplied; confirmed_human_cn is empty and protected_authority_text=false."", ""rationale"": ""authority_references.confirmed_human_cn is empty and protected_authority_text=false; no confirmed-human/protected evidence supplied, verification not possible."", ""verdict"": ""N/A""}, ""hiiraginemu_wiki_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no HiiragiNemu-wiki evidence supplied for this item"", ""rationale"": ""authority_references.wiki_cn is empty; no HiiragiNemu-wiki evidence supplied, comparison not possible."", ""verdict"": ""N/A""}, ""japanese_semantics_context"": {""applicability"": ""applicable"", ""evidence"": ""JP「円環マギア」 vs CN「圆环Magia」"", ""rationale"": ""円環=圆环、マギア=Magia，术语一致。"", ""verdict"": ""approved""}, ""names_honorifics_terms_placeholders_format"": {""applicability"": ""applicable"", ""evidence"": ""JP:「円環マギア」 CN:「圆环Magia」"", ""rationale"": ""Plain text; 円環=圆环 matches established terms and マギア correctly rendered as Latin token Magia; no punctuation or tag tokens affected."", ""verdict"": ""approved""}, ""official_cn_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no official-CN evidence supplied for this item"", ""rationale"": ""authority_references.official_cn is empty; no official-CN evidence supplied, comparison not possible."", ""verdict"": ""N/A""}}"	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:305;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=a2fe8becd5d57b825b631fc0f058bf624d7d5e1f				false	false	[]	higher-authority-shadowed-read-only							higher-authority-shadowed	product-write-forbidden	圆环Magia	wiki	i18n/glossary.tsv	470	true	true	false
828	42	LOW-MT-01134	i18n/frontend-strings.tsv#7e3f73f9885dec99a4c4cf95/candidate_cn	i18n/frontend-strings.tsv	7e3f73f9885dec99a4c4cf95	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	HP回復	HP 回复	HP 回复		approved	R1语义与R5格式均判定通过，object-storage/R3/R4因无权威对照证据不适用；无修正意见，判定通过。	"{""confirmed_human_provenance_protection"": ""N/A"", ""hiiraginemu_wiki_comparison"": ""N/A"", ""japanese_semantics_context"": ""approved"", ""names_honorifics_terms_placeholders_format"": ""approved"", ""official_cn_comparison"": ""N/A""}"	"{""confirmed_human_provenance_protection"": {""applicability"": ""N/A"", ""evidence"": ""No confirmed-human or protected authority evidence supplied; confirmed_human_cn is empty and protected_authority_text=false."", ""rationale"": ""authority_references.confirmed_human_cn is empty and protected_authority_text=false; no confirmed-human/protected evidence supplied, verification not possible."", ""verdict"": ""N/A""}, ""hiiraginemu_wiki_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no HiiragiNemu-wiki evidence supplied for this item"", ""rationale"": ""authority_references.wiki_cn is empty; no HiiragiNemu-wiki evidence supplied, comparison not possible."", ""verdict"": ""N/A""}, ""japanese_semantics_context"": {""applicability"": ""applicable"", ""evidence"": ""JP「HP回復」 vs CN「HP 回复」"", ""rationale"": ""含义一致，拉丁词保留符合惯例。"", ""verdict"": ""approved""}, ""names_honorifics_terms_placeholders_format"": {""applicability"": ""applicable"", ""evidence"": ""JP:「HP回復」 CN:「HP 回复」"", ""rationale"": ""HP preserved; inserted space is the approved trivial space-variant precedent."", ""verdict"": ""approved""}, ""official_cn_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no official-CN evidence supplied for this item"", ""rationale"": ""authority_references.official_cn is empty; no official-CN evidence supplied, comparison not possible."", ""verdict"": ""N/A""}}"	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:109;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=792846e76f98796f7660c2a9e468d5e1f6e4ed5b				false	false	[]	higher-authority-shadowed-read-only							higher-authority-shadowed	product-write-forbidden	回复HP	wiki	i18n/glossary.tsv	41	true	true	false
1075	55	LOW-MT-01381	i18n/frontend-strings.tsv#a476dbc9db3befc9d2a3956c/candidate_cn	i18n/frontend-strings.tsv	a476dbc9db3befc9d2a3956c	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	BP回復薬	BP回复药	BP回复药		approved	R1语义与R5格式均判定通过，object-storage/R3/R4因无权威对照证据不适用；无修正意见，判定通过。	"{""confirmed_human_provenance_protection"": ""N/A"", ""hiiraginemu_wiki_comparison"": ""N/A"", ""japanese_semantics_context"": ""approved"", ""names_honorifics_terms_placeholders_format"": ""approved"", ""official_cn_comparison"": ""N/A""}"	"{""confirmed_human_provenance_protection"": {""applicability"": ""N/A"", ""evidence"": ""No confirmed-human or protected authority evidence supplied; confirmed_human_cn is empty and protected_authority_text=false."", ""rationale"": ""authority_references.confirmed_human_cn is empty and protected_authority_text=false; no confirmed-human/protected evidence supplied, verification not possible."", ""verdict"": ""N/A""}, ""hiiraginemu_wiki_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no HiiragiNemu-wiki evidence supplied for this item"", ""rationale"": ""authority_references.wiki_cn is empty; no HiiragiNemu-wiki evidence supplied, comparison not possible."", ""verdict"": ""N/A""}, ""japanese_semantics_context"": {""applicability"": ""applicable"", ""evidence"": ""JP「BP回復薬」vsCN「BP回复药」"", ""rationale"": ""「回復薬」对应「回复药」，词序调整，语义一致。"", ""verdict"": ""approved""}, ""names_honorifics_terms_placeholders_format"": {""applicability"": ""applicable"", ""evidence"": ""JP:「BP回復薬」 CN:「BP回复药」"", ""rationale"": ""Latin token BP preserved."", ""verdict"": ""approved""}, ""official_cn_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no official-CN evidence supplied for this item"", ""rationale"": ""authority_references.official_cn is empty; no official-CN evidence supplied, comparison not possible."", ""verdict"": ""N/A""}}"	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:239;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				false	false	[]	higher-authority-shadowed-read-only							higher-authority-shadowed	product-write-forbidden	BP回复药	wiki	i18n/glossary.tsv	7	true	true	false
1125	57	LOW-MT-01431	i18n/frontend-strings.tsv#ac5f3d8eecfbfc276d145706/candidate_cn	i18n/frontend-strings.tsv	ac5f3d8eecfbfc276d145706	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	CP回復薬	CP回复药	CP回复药		approved	R1语义与R5格式均判定通过，object-storage/R3/R4因无权威对照证据不适用；无修正意见，判定通过。	"{""confirmed_human_provenance_protection"": ""N/A"", ""hiiraginemu_wiki_comparison"": ""N/A"", ""japanese_semantics_context"": ""approved"", ""names_honorifics_terms_placeholders_format"": ""approved"", ""official_cn_comparison"": ""N/A""}"	"{""confirmed_human_provenance_protection"": {""applicability"": ""N/A"", ""evidence"": ""No confirmed-human or protected authority evidence supplied; confirmed_human_cn is empty and protected_authority_text=false."", ""rationale"": ""authority_references.confirmed_human_cn is empty and protected_authority_text=false; no confirmed-human/protected evidence supplied, verification not possible."", ""verdict"": ""N/A""}, ""hiiraginemu_wiki_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no HiiragiNemu-wiki evidence supplied for this item"", ""rationale"": ""authority_references.wiki_cn is empty; no HiiragiNemu-wiki evidence supplied, comparison not possible."", ""verdict"": ""N/A""}, ""japanese_semantics_context"": {""applicability"": ""applicable"", ""evidence"": ""JP「CP回復薬」vsCN「CP回复药」"", ""rationale"": ""回復薬=回复药,一致。"", ""verdict"": ""approved""}, ""names_honorifics_terms_placeholders_format"": {""applicability"": ""applicable"", ""evidence"": ""JP:「CP回復薬」 CN:「CP回复药」"", ""rationale"": ""Latin token CP preserved."", ""verdict"": ""approved""}, ""official_cn_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no official-CN evidence supplied for this item"", ""rationale"": ""authority_references.official_cn is empty; no official-CN evidence supplied, comparison not possible."", ""verdict"": ""N/A""}}"	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:221;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				false	false	[]	higher-authority-shadowed-read-only							higher-authority-shadowed	product-write-forbidden	CP回复药	wiki	i18n/glossary.tsv	20	true	true	false
1144	58	LOW-MT-01450	i18n/frontend-strings.tsv#af905e4b8bf636d88516f71f/candidate_cn	i18n/frontend-strings.tsv	af905e4b8bf636d88516f71f	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	サポート	支援	支援		approved	R1语义与R5格式均判定通过，object-storage/R3/R4因无权威对照证据不适用；无修正意见，判定通过。	"{""confirmed_human_provenance_protection"": ""N/A"", ""hiiraginemu_wiki_comparison"": ""N/A"", ""japanese_semantics_context"": ""approved"", ""names_honorifics_terms_placeholders_format"": ""approved"", ""official_cn_comparison"": ""N/A""}"	"{""confirmed_human_provenance_protection"": {""applicability"": ""N/A"", ""evidence"": ""No confirmed-human or protected authority evidence supplied; confirmed_human_cn is empty and protected_authority_text=false."", ""rationale"": ""authority_references.confirmed_human_cn is empty and protected_authority_text=false; no confirmed-human/protected evidence supplied, verification not possible."", ""verdict"": ""N/A""}, ""hiiraginemu_wiki_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no HiiragiNemu-wiki evidence supplied for this item"", ""rationale"": ""authority_references.wiki_cn is empty; no HiiragiNemu-wiki evidence supplied, comparison not possible."", ""verdict"": ""N/A""}, ""japanese_semantics_context"": {""applicability"": ""applicable"", ""evidence"": ""JP「サポート」vsCN「支援」"", ""rationale"": ""语义一致。"", ""verdict"": ""approved""}, ""names_honorifics_terms_placeholders_format"": {""applicability"": ""applicable"", ""evidence"": ""JP:「サポート」 CN:「支援」"", ""rationale"": ""No markup or tokens; plain term translation."", ""verdict"": ""approved""}, ""official_cn_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no official-CN evidence supplied for this item"", ""rationale"": ""authority_references.official_cn is empty; no official-CN evidence supplied, comparison not possible."", ""verdict"": ""N/A""}}"	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:82;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=6ac6c6b1c20e89ec29482de9205635c96f325398				false	false	[]	higher-authority-shadowed-read-only							higher-authority-shadowed	product-write-forbidden	辅助	wiki	i18n/glossary.tsv	274	true	true	false
1227	62	LOW-MT-01533	i18n/frontend-strings.tsv#bba99a61f25308a4d4c4d899/candidate_cn	i18n/frontend-strings.tsv	bba99a61f25308a4d4c4d899	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	サポートPt	支援Pt	支援Pt		approved	R1语义与R5格式均判定通过，object-storage/R3/R4因无权威对照证据不适用；无修正意见，判定通过。	"{""confirmed_human_provenance_protection"": ""N/A"", ""hiiraginemu_wiki_comparison"": ""N/A"", ""japanese_semantics_context"": ""approved"", ""names_honorifics_terms_placeholders_format"": ""approved"", ""official_cn_comparison"": ""N/A""}"	"{""confirmed_human_provenance_protection"": {""applicability"": ""N/A"", ""evidence"": ""No confirmed-human or protected authority evidence supplied; confirmed_human_cn is empty and protected_authority_text=false."", ""rationale"": ""authority_references.confirmed_human_cn is empty and protected_authority_text=false; no confirmed-human/protected evidence supplied, verification not possible."", ""verdict"": ""N/A""}, ""hiiraginemu_wiki_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no HiiragiNemu-wiki evidence supplied for this item"", ""rationale"": ""authority_references.wiki_cn is empty; no HiiragiNemu-wiki evidence supplied, comparison not possible."", ""verdict"": ""N/A""}, ""japanese_semantics_context"": {""applicability"": ""applicable"", ""evidence"": ""JP「サポートPt」vsCN「支援Pt」"", ""rationale"": ""「サポート=支援」符合既定译名(支援),「Pt」为拉丁标识原样保留,符合规则。"", ""verdict"": ""approved""}, ""names_honorifics_terms_placeholders_format"": {""applicability"": ""applicable"", ""evidence"": ""JP:「サポートPt」 CN:「支援Pt」"", ""rationale"": ""サポート=支援 matches canon; Latin token Pt preserved unchanged."", ""verdict"": ""approved""}, ""official_cn_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no official-CN evidence supplied for this item"", ""rationale"": ""authority_references.official_cn is empty; no official-CN evidence supplied, comparison not possible."", ""verdict"": ""N/A""}}"	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:39;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=e42bd14854a998a9ea65f5b2da4b659f01fb63c5				false	false	[]	higher-authority-shadowed-read-only							higher-authority-shadowed	product-write-forbidden	支援Pt	wiki	i18n/glossary.tsv	275	true	true	false
1282	65	LOW-MT-01588	i18n/frontend-strings.tsv#c565300beb5982efb77ddbc6/candidate_cn	i18n/frontend-strings.tsv	c565300beb5982efb77ddbc6	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	むげんだい	无限大	无限大		approved	R1语义与R5格式均判定通过，object-storage/R3/R4因无权威对照证据不适用；无修正意见，判定通过。	"{""confirmed_human_provenance_protection"": ""N/A"", ""hiiraginemu_wiki_comparison"": ""N/A"", ""japanese_semantics_context"": ""approved"", ""names_honorifics_terms_placeholders_format"": ""approved"", ""official_cn_comparison"": ""N/A""}"	"{""confirmed_human_provenance_protection"": {""applicability"": ""N/A"", ""evidence"": ""No confirmed-human or protected authority evidence supplied; confirmed_human_cn is empty and protected_authority_text=false."", ""rationale"": ""authority_references.confirmed_human_cn is empty and protected_authority_text=false; no confirmed-human/protected evidence supplied, verification not possible."", ""verdict"": ""N/A""}, ""hiiraginemu_wiki_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no HiiragiNemu-wiki evidence supplied for this item"", ""rationale"": ""authority_references.wiki_cn is empty; no HiiragiNemu-wiki evidence supplied, comparison not possible."", ""verdict"": ""N/A""}, ""japanese_semantics_context"": {""applicability"": ""applicable"", ""evidence"": ""JP「むげんだい」vsCN「无限大」"", ""rationale"": ""むげんだい 是 無限大 的假名读音，译为 无限大 含义一致。"", ""verdict"": ""approved""}, ""names_honorifics_terms_placeholders_format"": {""applicability"": ""applicable"", ""evidence"": ""JP:「むげんだい」 CN:「无限大」"", ""rationale"": ""The kana-only reading is correctly rendered as the kanji form 无限大 with no placeholder or term issues."", ""verdict"": ""approved""}, ""official_cn_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no official-CN evidence supplied for this item"", ""rationale"": ""authority_references.official_cn is empty; no official-CN evidence supplied, comparison not possible."", ""verdict"": ""N/A""}}"	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:311;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=a2fe8becd5d57b825b631fc0f058bf624d7d5e1f				false	false	[]	higher-authority-shadowed-read-only							higher-authority-shadowed	product-write-forbidden	无限大	wiki	i18n/glossary.tsv	215	true	true	false
1290	65	LOW-MT-01596	i18n/frontend-strings.tsv#c692e923d658fed8952beea0/candidate_cn	i18n/frontend-strings.tsv	c692e923d658fed8952beea0	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	アタック	攻击	攻击		approved	R1语义与R5格式均判定通过，object-storage/R3/R4因无权威对照证据不适用；无修正意见，判定通过。	"{""confirmed_human_provenance_protection"": ""N/A"", ""hiiraginemu_wiki_comparison"": ""N/A"", ""japanese_semantics_context"": ""approved"", ""names_honorifics_terms_placeholders_format"": ""approved"", ""official_cn_comparison"": ""N/A""}"	"{""confirmed_human_provenance_protection"": {""applicability"": ""N/A"", ""evidence"": ""No confirmed-human or protected authority evidence supplied; confirmed_human_cn is empty and protected_authority_text=false."", ""rationale"": ""authority_references.confirmed_human_cn is empty and protected_authority_text=false; no confirmed-human/protected evidence supplied, verification not possible."", ""verdict"": ""N/A""}, ""hiiraginemu_wiki_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no HiiragiNemu-wiki evidence supplied for this item"", ""rationale"": ""authority_references.wiki_cn is empty; no HiiragiNemu-wiki evidence supplied, comparison not possible."", ""verdict"": ""N/A""}, ""japanese_semantics_context"": {""applicability"": ""applicable"", ""evidence"": ""JP「アタック」vsCN「攻击」"", ""rationale"": ""アタック 对应 攻击，为项目规范术语。"", ""verdict"": ""approved""}, ""names_honorifics_terms_placeholders_format"": {""applicability"": ""applicable"", ""evidence"": ""JP:「アタック」 CN:「攻击」"", ""rationale"": ""アタック is correctly rendered with the canon term 攻击."", ""verdict"": ""approved""}, ""official_cn_comparison"": {""applicability"": ""N/A"", ""evidence"": ""no official-CN evidence supplied for this item"", ""rationale"": ""authority_references.official_cn is empty; no official-CN evidence supplied, comparison not possible."", ""verdict"": ""N/A""}}"	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:301;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=a2fe8becd5d57b825b631fc0f058bf624d7d5e1f				false	false	[]	higher-authority-shadowed-read-only							higher-authority-shadowed	product-write-forbidden	攻击	wiki	i18n/glossary.tsv	233	true	true	false
