file	line	original_text	final_cn	category	source	risk
magica/template/purchase/PurchaseTemps.html	3	"
	未成年の方は保護者の同意を得て下さい。"	"
	未成年人请先征得监护人同意。"	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/Backdoor.html	68	您可以获得除 记忆结晶 以外的任何内容	获得记忆结晶以外的全部内容	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/Backdoor.html	79	*不包括背景和贴纸	※不含背景和贴纸	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/Backdoor.html	41	精神強化素材 × 999	精神强化素材 × 999	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/Backdoor.html	76	获取所有贴纸	获得全部贴纸	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/Backdoor.html	128	请输入号码	请输入数量	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/Backdoor.html	72	强化道具 全套	全套强化道具	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/Backdoor.html	91	形成	魔法阵型	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/Backdoor.html	64	一切都可用	获得全部内容	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/Backdoor.html	10	方便的设置	便捷套装	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/Backdoor.html	5	抽卡	扭蛋	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/Backdoor.html	110	受取り	领取	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/Backdoor.html	114	受取り	领取	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/Backdoor.html	119	受取り	领取	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/Backdoor.html	124	受取り	领取	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	14	03:魔法少女剧情第一集通关	03:魔法少女剧情第1话通关	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	15	04:魔法少女剧情E第2集通关	04:魔法少女剧情第2话通关	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	16	05:魔法少女剧情E第3集通关	05:魔法少女剧情第3话通关	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	34	24：登录①（第一次登录）	24:登录①（首次登录时）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	40	30：登录⑦（AP最大时）	30:登录⑦（AP满时）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	41	31：登录⑧（最大BP时）	31:登录⑧（BP满时）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	39	29：登录⑥（其他）	29:登录⑥（其他）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	42	32:登录⑨(GVG)	32:登录⑨（GVG）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	66	66:Magia 激活 ④	66:发动Magia④	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	21	14:強化(Lv最大時)	14:强化（Lv达到上限时）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/BackdoorLive2d.html	38	28：登录⑤（深夜）	28:登录⑤（深夜）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	43	33：魔法少女 水龙头①	33:点击魔法少女①	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/BackdoorLive2d.html	44	34：魔法少女 抽头 ②	34:点击魔法少女②	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/BackdoorLive2d.html	46	36：魔法少女 轻击 ④	36:点击魔法少女④	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/BackdoorLive2d.html	47	37：魔法少女 轻击 ⑤	37:点击魔法少女⑤	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/BackdoorLive2d.html	48	38：魔法少女 轻击 ⑥	38:点击魔法少女⑥	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/BackdoorLive2d.html	49	39:魔法少女 轻击 ⑦	39:点击魔法少女⑦	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/BackdoorLive2d.html	50	40：魔法少女 轻击 ⑧	40:点击魔法少女⑧	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/BackdoorLive2d.html	51	41：魔法少女 丝锥 ⑨	41:点击魔法少女⑨	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/BackdoorLive2d.html	35	25:登录②（上午）	25:登录②（早晨）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	36	26：登录③（午餐）	26:登录③（白天）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	37	27：登录④（夜间）	27:登录④（夜晚）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	45	35：魔法少女 轻击③	35:点击魔法少女③	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/BackdoorLive2d.html	63	63：Magia激活①	63:发动Magia①	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	64	64：Magia激活②	64:发动Magia②	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	65	65：Magia激活③	65:发动Magia③	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	27	20:魔法少女覚醒①	20:魔法少女觉醒①	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	28	21:魔法少女覚醒②	21:魔法少女觉醒②	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	29	22:魔法少女覚醒③	22:魔法少女觉醒③	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	30	23:魔法少女覚醒④	23:魔法少女觉醒④	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	56	43：任务胜利①	43:关卡胜利①	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	57	44：任务 胜利②	44:关卡胜利②	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	58	45：任务 胜利 ③	45:关卡胜利③	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	59	46：任务 胜利 ④	46:关卡胜利④	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	55	42:任务 启动	42:关卡开始	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorLive2d.html	2	角色列表显示	显示角色列表	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/BackdoorLive2d.html	20	13:強化完了	13:强化完成	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorQuestBattle.html	33	※赤字は実行できなかったクエストです	※红字表示未能执行的关卡	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorQuestBattle.html	4	请输入任务ID	请输入questId	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorQuestBattle.html	3	任务测试	关卡测试	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorQuestBattle.html	5	任务启动	开始关卡	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/BackdoorQuestBattle.html	9	甲板信息	队伍信息	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/BackdoorQuestBattle.html	12	套牌选择	选择队伍	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/BackdoorQuestBattle.html	13	甲板 编成	队伍编成	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/CameraTest.html	2	L2D比例+	L2D缩放+	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/CameraTest.html	3	L2D 规模-	L2D缩放-	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/EffectTest.html	8	效果测试	特效测试	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/EffectTest.html	10	输入文件名	请输入文件名	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/FriendSearch.html	61	助っ人ユニットレベル : 	支援角色等级：	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/FriendSearch.html	62	助っ人ユニット属性 : 	支援角色属性：	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/FriendSearch.html	64	最終ログイン時間 : 	最后登录时间：	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/FriendSearch.html	17	辅助单元 LV	支援角色Lv	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/FriendSearch.html	36	辅助单位属性	支援角色属性	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/FriendSearch.html	63	フレンドID : 	好友ID：	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/FriendSearch.html	59	ユーザー名 : 	用户名：	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/FriendSearch.html	65	フォローする	关注	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/MailSendTest.html	5	输入电子邮件地址	输入电子邮箱地址	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/PresentListTest.html	13	礼物-卡片(	礼物-卡牌(	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/PresentListTest.html	37	個別受取	单独领取	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/QuestStub.html	104	剩余 HP [%] hpRate	剩余HP【%】hpRate	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/QuestStub.html	128	剩余 HP hpRemain	剩余HP hpRemain	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/QuestStub.html	56	Doppel 使用次数	魔女化身使用次数	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/QuestStub.html	86	AcceleD 选型号	Accele行动盘选择数	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/QuestStub.html	98	ChargeD 选型号	Charge行动盘选择数	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/QuestStub.html	50	Magia 使用次数	Magia使用次数	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/QuestStub.html	92	BlastD 选型号	Blast行动盘选择数	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/QuestStub.html	116	最终 MP（平均）	结束时的MP（平均）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/QuestStub.html	9	战斗信息重写	改写战斗信息	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/QuestStub.html	14	继续次	续关次数	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/QuestStub.html	38	给出的 伤害 总数	造成的总伤害	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/QuestStub.html	20	通关TURN 号	通关回合数	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/QuestStub.html	26	通关 时间（秒）	通关时间（秒）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/QuestStub.html	80	连携 激活计数	连携发动次数	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/QuestStub.html	122	停止卡ID	最后一击卡牌ID	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/QuestStub.html	32	击败数量 敌方	击败敌人数量	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/QuestStub.html	44	最大伤害数	最大伤害	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/QuestStub.html	74	技能 激活计数	技能发动次数	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/QuestStub.html	68	链数	连锁次数	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/SdCharaTest.html	30	隐藏库存	隐藏暂存角色	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/SdCharaTest.html	29	显示库存	显示暂存角色	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/SdCharaTest.html	26	库存	暂存	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/SelectStoryTest.html	48	※赤字は再生できなかったストーリーです	※红字表示无法播放的剧情	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/SelectStoryTest.html	4	请输入故事ID	请输入storyId	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/SelectStoryTest.html	6	任务剧情播放	播放关卡剧情	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/SelectStoryTest.html	10	ＩＤ 変更	修改ID	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/SelectStoryTest.html	17	連番 変更	修改序号	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/ShopReworkTest.html	2	设计切换	切换设计	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/backdoorList.html	20	第 2 部分 第 11 章 通关	一键通关第二部第11章	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/backdoorList.html	37	序言确认（来自任务①）	序章确认（从关卡①开始）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/backdoorList.html	39	序言确认（来自任务②）	序章确认（从关卡②开始）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/backdoorList.html	41	序言确认（来自任务③）	序章确认（从关卡③开始）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/backdoorList.html	23	本地存储通关	清除localStorage	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/backdoorList.html	36	序言确认（来自ADV①）	序章确认（从ADV①开始）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/backdoorList.html	38	序言确认（来自ADV②）	序章确认（从ADV②开始）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/backdoorList.html	40	序言确认（来自ADV③）	序章确认（从ADV③开始）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/backdoorList.html	42	序言确认（来自ADV④）	序章确认（从ADV④开始）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/backdoorList.html	4	道具・礼品卡赋予	发放道具、礼物及卡牌	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/backdoorList.html	7	魔女记忆结晶 兑换页面	魔女记忆结晶兑换页面	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/backdoorList.html	18	版本升级页面	版本更新页面	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/backdoorList.html	165	バトル①（TU010）	战斗①（TU010）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/backdoorList.html	166	バトル②（TU010）	战斗②（TU010）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/backdoorList.html	9	沃尔普尔 全体 突袭	魔女之夜全体突袭	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/backdoorList.html	25	不断突破回复复位	重置常驻踏破回复功能	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/backdoorList.html	167	ガチャ（TU520）	扭蛋（TU520）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/backdoorList.html	13	Live2d测试	Live2D测试	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/backdoorList.html	21	任务调试	关卡调试	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/backdoorList.html	168	編成（TU550）	队伍编成（TU550）	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/backdoorList.html	28	全新 商店 模拟	新版商店模拟页面	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/backdoorList.html	30	无理 战斗 启动	开始理违战	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/backdoorList.html	32	MS購入状況確認	确认魔法石购买状态	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/backdoorList.html	8	盒子 抽卡	箱子扭蛋	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/backdoorList.html	10	PH全体 突袭	PH全体突袭	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/backdoorList.html	29	称号変更POP	称号变更弹窗	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/template/test/backdoorList.html	22	通用风格	通用样式	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	low
magica/template/test/backdoorList.html	34	财富CP	御神签活动	static_ui_manual_review	Pass16 peer rules, personally re-reviewed	medium
magica/js/test/SoundTest.js	4	"[""01"", ""卡片详情中的自我介绍""]"	"[""01"", ""卡牌详情中的自我介绍""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	5	"[""02"", ""获取抽卡时""]"	"[""02"", ""扭蛋获取时""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	6	"[""03"", ""第①节通关""]"	"[""03"", ""剧情第1话通关时""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	7	"[""04"", ""第二节通关""]"	"[""04"", ""剧情第2话通关时""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	8	"[""05"", ""第三节通关""]"	"[""05"", ""剧情第3话通关时""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	9	"[""06"", ""自己紹介演出用①""]"	"[""06"", ""自我介绍演出用①""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	10	"[""07"", ""自己紹介演出用②""]"	"[""07"", ""自我介绍演出用②""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	11	"[""08"", ""自己紹介演出用③""]"	"[""08"", ""自我介绍演出用③""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	12	"[""09"", ""自己紹介演出用④""]"	"[""09"", ""自我介绍演出用④""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	13	"[""10"", ""自己紹介演出用⑤""]"	"[""10"", ""自我介绍演出用⑤""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	14	"[""11"", ""自己紹介演出用⑥""]"	"[""11"", ""自我介绍演出用⑥""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	15	"[""12"", ""自己紹介演出用⑦""]"	"[""12"", ""自我介绍演出用⑦""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	16	"[""13"", ""强化""]"	"[""13"", ""强化完成""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	17	"[""14"", ""強化MAX""]"	"[""14"", ""强化（等级已满时）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	18	"[""15"", ""章节Lv 上升""]"	"[""15"", ""剧情等级提升""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	19	"[""16"", ""魔力解放１回目""]"	"[""16"", ""魔力解放第1次""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	20	"[""17"", ""魔力解放２回目""]"	"[""17"", ""魔力解放第2次""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	21	"[""18"", ""魔力解放３回目""]"	"[""18"", ""魔力解放第3次""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	22	"[""19"", ""MagiaLv 上升""]"	"[""19"", ""Magia等级提升""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	23	"[""20"", ""觉醒（稀有度上升）②""]"	"[""20"", ""觉醒（稀有度提升）②""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	24	"[""21"", ""觉醒（稀有度上升）③""]"	"[""21"", ""觉醒（稀有度提升）③""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	25	"[""22"", ""觉醒（稀有度上升）④""]"	"[""22"", ""觉醒（稀有度提升）④""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	26	"[""23"", ""觉醒（稀有度上升）⑤""]"	"[""23"", ""觉醒（稀有度提升）⑤""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	27	"[""24"", ""当天第一时间 登录""]"	"[""24"", ""每日首次登录时""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	28	"[""25"", ""時間変化①6-9時""]"	"[""25"", ""时间变化①（6～9时）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
magica/js/test/SoundTest.js	29	"[""26"", ""時間変化②11-13時""]"	"[""26"", ""时间变化②（11～13时）""]"	static_ui_manual_translation	Pass16 complete label-set review	medium
