row_id	physical_line	rule_type	source_key	current_cn	verdict	severity	proposed_cn	proposed_source_tier	reason	evidence	placeholder_check	newline_check	japanese_target_check	formal_term_note	product_write_allowed
ENG-045	45	exact	ナビ再配布	导航重新配发	correction-required	medium	重新分配Navi	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用“重新分配Navi”；保留正式机制名 Navi。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14ea460']; armv7 offsets=['0x118757c']	pass	pass	pass	保留正式机制词：Navi	false
ENG-046	46	exact	所持なし	未持有	acceptable-no-change	none	未持有	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-047	47	exact	使用済み	已使用	acceptable-no-change	none	已使用	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-049	49	exact	隣接してない	未相邻	correction-required	low	非相邻	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用“非相邻”。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14cf2d8']; armv7 offsets=['0x117ea4c']	pass	pass	pass		false
ENG-050	50	exact	発動済み	已发动	acceptable-no-change	none	已发动	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-051	51	exact	助っ人不可	不可助战	correction-required	medium	不可使用支援	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用“不可使用支援”。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14cf2f8']; armv7 offsets=['0x117ea64']	pass	pass	pass		false
ENG-052	52	exact	アクセル	Accele	acceptable-no-change	none	Accele	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass	保留正式机制词：Accele	false
ENG-053	53	exact	ブラスト	Blast	acceptable-no-change	none	Blast	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass	保留正式机制词：Blast	false
ENG-054	54	exact	チャージ	Charge	acceptable-no-change	none	Charge	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass	保留正式机制词：Charge	false
ENG-055	55	exact	マギア	Magia	acceptable-no-change	none	Magia	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass	保留正式机制词：Magia	false
ENG-056	56	exact	MPゲージ	MP槽	correction-required	medium	MP计量表	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用“MP计量表”；当前“MP槽”不见于国服语料。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14cf1a0']; armv7 offsets=['0x117e93c']	pass	pass	pass		false
ENG-057	57	exact	Cディスク	Charge圆盘	correction-required	medium	C行动盘	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用“C行动盘”。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14cf1b0', '0x14d0b88', '0x14d0bc8']; armv7 offsets=['0x117e948', '0x117fb9c', '0x117fbdc']	pass	pass	pass	保留正式机制词：Charge	false
ENG-059	59	exact	ドッペル	魔女化身	acceptable-no-change	none	魔女化身	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-060	60	exact	チャージ後攻撃弱点	Charge后攻击弱点	acceptable-no-change	none	Charge后攻击弱点	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass	保留正式机制词：Charge	false
ENG-061	61	exact	被ダメージ上昇	受到伤害提升	acceptable-no-change	none	受到伤害提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-063	63	exact	フィールド	场地	acceptable-no-change	none	场地	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-064	64	exact	マギアストーン5個を消費して\n魔法少女のHPを全回復しますか？	消耗5个魔法石，\n要全部回复魔法少女的HP吗？	acceptable-no-change	none	消耗5个魔法石，\n要全部回复魔法少女的HP吗？	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-065	65	exact	決定後、すぐにアイテムが購入されマギアストーンが消費されます。\nマギアストーンは無償分から先に消費され、決定後のキャンセルはできません。	确定后将立即购买道具并消耗魔法石。\n魔法石优先消耗免费部分，确定后无法取消。	acceptable-no-change	none	确定后将立即购买道具并消耗魔法石。\n魔法石优先消耗免费部分，确定后无法取消。	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-066	66	exact	マギア・スキル発動	Magia·技能发动	correction-required	high	发动Magia·技能	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确顺序为“发动Magia·技能”；当前词序错误。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d1250']; armv7 offsets=['0x11801bc']	pass	pass	pass	保留正式机制词：Magia	false
ENG-067	67	exact	マギア・スキルを所持しておりません。	未持有Magia·技能。	acceptable-no-change	none	未持有Magia·技能。	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass	保留正式机制词：Magia	false
ENG-068	68	exact	発動する	发动	acceptable-no-change	none	发动	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-069	69	exact	あと 	还有	acceptable-no-change	none	还有	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-070	70	exact	エントリー	报名	acceptable-no-change	none	报名	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-071	71	exact	エントリー中	报名中	acceptable-no-change	none	报名中	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-072	72	exact	スキル：	技能：	acceptable-no-change	none	技能：	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-073	73	exact	マギア：	Magia：	acceptable-no-change	none	Magia：	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass	保留正式机制词：Magia	false
ENG-074	74	exact	ドッペル：	魔女化身：	acceptable-no-change	none	魔女化身：	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-076	76	exact	マギアによるダメージが上昇	Magia伤害提升	acceptable-no-change	none	Magia伤害提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass	保留正式机制词：Magia	false
ENG-081	81	exact	チャージを消費した際のダメージが上昇	消耗Charge时伤害提升	acceptable-no-change	none	消耗Charge时伤害提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass	保留正式机制词：Charge	false
ENG-083	83	exact	ブラストディスクのダメージが上昇	Blast圆盘伤害提升	correction-required	medium	Blast行动盘的伤害提升	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用“Blast行动盘的伤害提升”。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14cffc8']; armv7 offsets=['0x117f074']	pass	pass	pass	保留正式机制词：Blast	false
ENG-097	97	exact	スタン	眩晕	correction-required	high	麻痹	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 及国服帮助均将スタン译为“麻痹”；当前“眩晕”与官中冲突。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d01e0']; armv7 offsets=['0x117f274']	pass	pass	pass		false
ENG-098	98	exact	行動不能＋弱点属性からのダメージが上昇	无法行动＋受到弱点属性伤害提升	acceptable-no-change	none	无法行动＋受到弱点属性伤害提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-099	99	exact	行動不能＋弱点属性からのダメージが上昇＋HP回復不能	无法行动＋受到弱点属性伤害提升＋HP无法回复	acceptable-no-change	none	无法行动＋受到弱点属性伤害提升＋HP无法回复	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-100	100	exact	毎ターンダメージ	每回合伤害	correction-required	medium	每回合受到伤害	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用“每回合受到伤害”。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d0278', '0x14d0298', '0x14d02e0']; armv7 offsets=['0x117f304', '0x117f324', '0x117f368']	pass	pass	pass		false
ENG-102	102	exact	毎ターンダメージ＋弱点属性からのダメージが上昇	每回合伤害＋受到弱点属性伤害提升	acceptable-no-change	none	每回合伤害＋受到弱点属性伤害提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-103	103	exact	呪い	诅咒	acceptable-no-change	none	诅咒	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-104	104	exact	毎ターンダメージ＋弱点からのダメージが上昇＋HP回復不能	每回合伤害＋受到弱点伤害提升＋HP无法回复	acceptable-no-change	none	每回合伤害＋受到弱点伤害提升＋HP无法回复	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-105	105	exact	確率で攻撃が失敗	概率攻击失败	acceptable-no-change	none	概率攻击失败	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-106	106	exact	確率で攻撃が失敗＋弱点属性からのダメージが上昇	概率攻击失败＋受到弱点属性伤害提升	acceptable-no-change	none	概率攻击失败＋受到弱点属性伤害提升	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-107	107	exact	確率で攻撃が失敗＋弱点属性からのダメージが上昇＋HP回復不能	概率攻击失败＋受到弱点属性伤害提升＋HP无法回复	acceptable-no-change	none	概率攻击失败＋受到弱点属性伤害提升＋HP无法回复	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-108	108	exact	スキル不可	技能封印	correction-required	high	禁止技能	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用“禁止技能”；当前“技能封印”不是官中状态名。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d0400']; armv7 offsets=['0x117f478']	pass	pass	pass		false
ENG-109	109	exact	スキルが使用不能	无法使用技能	acceptable-no-change	none	无法使用技能	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-111	111	exact	マギアが使用不能	无法使用Magia	acceptable-no-change	none	无法使用Magia	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass	保留正式机制词：Magia	false
ENG-112	112	exact	クリティカル	暴击	acceptable-no-change	none	暴击	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-113	113	exact	確率で与えるダメージが大きく上昇	概率使造成伤害大幅提升	correction-required	medium	一定概率使给予伤害大幅度提升	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用该完整描述。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d0498']; armv7 offsets=['0x117f504']	pass	pass	pass		false
ENG-114	114	exact	受けるダメージが減少	受到伤害减少	acceptable-no-change	none	受到伤害减少	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-115	115	exact	確率で攻撃を回避	概率回避攻击	acceptable-no-change	none	概率回避攻击	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-116	116	exact	攻撃対象の回避を無効化	使攻击目标的回避无效化	correction-required	medium	使攻击对象的回避无效	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用该完整描述。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d0538']; armv7 offsets=['0x117f598']	pass	pass	pass		false
ENG-117	117	exact	毎ターンHP回復	每回合回复HP	acceptable-no-change	none	每回合回复HP	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	literal exists in official CN native evidence but pairing was not assumed; root review approves current value	pass	pass	pass		false
ENG-118	118	exact	スキルクイック	技能冷却加速	correction-required	medium	技能加速	official-cn-native-sequence-exact-both-abis	双 ABI 国服 native 精确使用“技能加速”；当前词不见于国服语料。	official CN native exact C-string in both ABIs; arm64 offsets=['0x14d0580']; armv7 offsets=['0x117f5dc']	pass	pass	pass		false
ENG-120	120	exact	確率で攻撃対象の防御力を無視して攻撃	概率无视攻击目标的防御力进行攻击	acceptable-no-change	none	概率无视攻击目标的防御力进行攻击	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-121	121	exact	カウンター	反击	acceptable-no-change	none	反击	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
ENG-122	122	exact	確率で敵の攻撃後に反撃	概率在敌方攻击后反击	acceptable-no-change	none	概率在敌方攻击后反击	manual-semantic-reviewed	逐项语义复核未发现需改写问题；仅提升为人工语义已审，不冒充官方或 Wiki。	prior semantic pass plus current row review; provenance remains manual-semantic-reviewed	pass	pass	pass		false
