source_index	item_id	origin_record_id	stable_business_key	source_path	source_key	source_field	source_text_sha256	old_cn_sha256	source_tier	source_author	source_stage	source_batch	source_bucket	machine_translated	review_kind	allowed_action	protected_authority_text	highest_authority_tier	authority_status	authority_evidence	official_cn	wiki_cn	confirmed_human_cn	parent_verdict	model	effort	session_id	job_id	agents	review_provenance	previous_low_standard_ds_result
459	LOW-MT-00765	MT-00765	i18n/frontend-strings.tsv#46c2d4e6252288fbd897ad39/candidate_cn	i18n/frontend-strings.tsv	46c2d4e6252288fbd897ad39	candidate_cn	85ba57ec9771d274a828ed1f58fab8650b4d344e29b408a9dd3be83597becf56	4137dc97f55507257765bd4e3252f0947c52c192d2523694fde17a202d4210c4		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1247;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""df99843e0e024c562d3a05af2a7dde0e87b50a0441376538a743f6b4d5038c7b""}"	null
460	LOW-MT-00766	MT-00766	i18n/frontend-strings.tsv#46eb5b05a8ed49bcb46e5dfe/candidate_cn	i18n/frontend-strings.tsv	46eb5b05a8ed49bcb46e5dfe	candidate_cn	5ccaf1688b6c584290ee39b82b996168f675fb3a083638d453f5192c491adfc2	89f4ed139bbba2708468ad6203d49e836cab7f65a986a93a8b1bbb63cdf2b01f		Claude AI-assisted batch label; per-row human author not proven	global	legacy-claude-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:284;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=a2fe8becd5d57b825b631fc0f058bf624d7d5e1f				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""df99843e0e024c562d3a05af2a7dde0e87b50a0441376538a743f6b4d5038c7b""}"	null
461	LOW-MT-00767	MT-00767	i18n/frontend-strings.tsv#46ed16ce3a3f76d282b460fe/candidate_cn	i18n/frontend-strings.tsv	46ed16ce3a3f76d282b460fe	candidate_cn	5b324b5831f49c5c2bfd8b99941beaa6707bbce29235929c17bdea7093f87490	88d72ece7cf767373367a4a7764f0ad813572791acbf1e3df0a0fac71311ee36		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:466;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""df99843e0e024c562d3a05af2a7dde0e87b50a0441376538a743f6b4d5038c7b""}"	null
462	LOW-MT-00768	MT-00768	i18n/frontend-strings.tsv#46f41a3fb7ffe938fc9aa08b/candidate_cn	i18n/frontend-strings.tsv	46f41a3fb7ffe938fc9aa08b	candidate_cn	30843f6b4875a3b8450236d079334b37a368ed892e685f7db2219f44a611d736	0cebb79a20cecf049ce79c831388150be4aff7331ed0b28ed37b6b313729848a		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1631;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""df99843e0e024c562d3a05af2a7dde0e87b50a0441376538a743f6b4d5038c7b""}"	null
463	LOW-MT-00769	MT-00769	i18n/frontend-strings.tsv#472dd6fd1702698b0fd73095/candidate_cn	i18n/frontend-strings.tsv	472dd6fd1702698b0fd73095	candidate_cn	4452f055bf1220ded81616de4b371d55d26fe4d6a29fd77c5730d27640df210e	3a8ec0f524926bd4a7d68def3bb7ce2f41d4fddcbf81fc693d3f34e22101c20b		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:635;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=f7d079e78fac968fa8c892ddd4bb638c062c9eb5				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""df99843e0e024c562d3a05af2a7dde0e87b50a0441376538a743f6b4d5038c7b""}"	null
464	LOW-MT-00770	MT-00770	i18n/frontend-strings.tsv#47354c4ae86dc81d61144828/candidate_cn	i18n/frontend-strings.tsv	47354c4ae86dc81d61144828	candidate_cn	1db7f1dbbafaf787a4c1ec357f58d6a82b23dc2842a0b12c3fbfd68fc761c4a5	5927723608e81350e1f7e5e310c46e9f782b58cc62219c012ed448b5411e1d4a		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:47;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""df99843e0e024c562d3a05af2a7dde0e87b50a0441376538a743f6b4d5038c7b""}"	null
465	LOW-MT-00771	MT-00771	i18n/frontend-strings.tsv#4738064c38de01c72526843d/candidate_cn	i18n/frontend-strings.tsv	4738064c38de01c72526843d	candidate_cn	92f609966e716cd7ea1a36a0570bffaeaee7dad5d5b0ad942edf7496c4ba91e1	b040f49e1f9416d78be6a8e3d92f632f726937e9d44f86bcd6bd0769fe37c4b1		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1574;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=f7d079e78fac968fa8c892ddd4bb638c062c9eb5				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""df99843e0e024c562d3a05af2a7dde0e87b50a0441376538a743f6b4d5038c7b""}"	null
466	LOW-MT-00772	MT-00772	i18n/frontend-strings.tsv#47438f3ff5f060c6c41d68dc/candidate_cn	i18n/frontend-strings.tsv	47438f3ff5f060c6c41d68dc	candidate_cn	3f5c403e6f527a3e883c99c607c980ec17c64dff08bbe8a2c5e32306771d7758	74966e20df2ea9fd21dd61461d942048fd5d6670374d3cc4b6b476d7234d79fe		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:542;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""df99843e0e024c562d3a05af2a7dde0e87b50a0441376538a743f6b4d5038c7b""}"	null
467	LOW-MT-00773	MT-00773	i18n/frontend-strings.tsv#474aa953ae244ad5aa816fad/candidate_cn	i18n/frontend-strings.tsv	474aa953ae244ad5aa816fad	candidate_cn	0ed77e85a85adfb0df738c0b2f4d2fdc7f6eb1cb2ddf6b88d18c061e85137ad5	d5fdc7b0567d6ad5f0774d611ab8157f4936b31c5c47fd205882d2e106bc6dd7		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1086;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""df99843e0e024c562d3a05af2a7dde0e87b50a0441376538a743f6b4d5038c7b""}"	null
468	LOW-MT-00774	MT-00774	i18n/frontend-strings.tsv#4751599c504dde465668be6f/candidate_cn	i18n/frontend-strings.tsv	4751599c504dde465668be6f	candidate_cn	65004fd3ee19b46789db9ca7c1199096be22aa4b625cb4c4b47561e1b902b6ed	d2b0ccb592a052750f7d8037a93dd345afac1e0fc392fdf0064a64ff4caf0a1c		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:727;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=f7d079e78fac968fa8c892ddd4bb638c062c9eb5				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""df99843e0e024c562d3a05af2a7dde0e87b50a0441376538a743f6b4d5038c7b""}"	null
469	LOW-MT-00775	MT-00775	i18n/frontend-strings.tsv#4778460d7447e7b54711f18a/candidate_cn	i18n/frontend-strings.tsv	4778460d7447e7b54711f18a	candidate_cn	0cff13c17842546a036e08ce58a85982128538a331afb5bdfd05858f6444aabe	b7e58047d31facd399fda76ac0b28c72f130063cc36b83f1094ea3a561c46668		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:475;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=f7d079e78fac968fa8c892ddd4bb638c062c9eb5				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""df99843e0e024c562d3a05af2a7dde0e87b50a0441376538a743f6b4d5038c7b""}"	null
470	LOW-MT-00776	MT-00776	i18n/frontend-strings.tsv#477f6eeb52b61c756ea97fb1/candidate_cn	i18n/frontend-strings.tsv	477f6eeb52b61c756ea97fb1	candidate_cn	c2c8ed327b61e33af7ff29e8a1b9cec177aeaa629b14c4e43085f999ac0b082d	d5eaf4196f823ab43f138869ddc3cf17b5481a65ff53baa76faa490eff61a9ab		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1457;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""df99843e0e024c562d3a05af2a7dde0e87b50a0441376538a743f6b4d5038c7b""}"	null
471	LOW-MT-00777	MT-00777	i18n/frontend-strings.tsv#47962b72d762648ff970912f/candidate_cn	i18n/frontend-strings.tsv	47962b72d762648ff970912f	candidate_cn	f44b3eddeb9657b8791a01e454866470a3711823f852b7649204f80f66b5be25	13cdb62f989ac0d24b4f1e2009350aa25bfa85734df983c06dc23564231a87a9		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1558;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=f7d079e78fac968fa8c892ddd4bb638c062c9eb5				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""df99843e0e024c562d3a05af2a7dde0e87b50a0441376538a743f6b4d5038c7b""}"	null
472	LOW-MT-00778	MT-00778	i18n/frontend-strings.tsv#47ec3f2945e89552549b2fe1/candidate_cn	i18n/frontend-strings.tsv	47ec3f2945e89552549b2fe1	candidate_cn	5012b83711f0cf7d0df35d7e2292b4ef10f8e5af06b978bfd920c9cdb43c0f0e	fa82bf5952bfc6989db6974abb20209e55949d1b1b7e2dd444d195a560bc57a8		Kimi AI-assisted batch label; per-row human author not proven	global	legacy-kimi-ai-assisted	legacy-ai	ai-assisted-unverified	current-low-tier-translation-review	review-and-stage-low-tier-only	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1555;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				approved	deepseek-v4-flash	max	7d338408-3137-4825-ba71-d00eb6aa335d	magireco-v26-dsv4-v3-durable-review-20260812	"{""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}"	"{""agents"": {""confirmed_human_provenance_protection"": ""a4caa68cbf20e8294"", ""hiiraginemu_wiki_comparison"": ""a251697f9c75997f3"", ""japanese_semantics_context"": ""ad6f456adb097fff0"", ""names_honorifics_terms_placeholders_format"": ""a49798bccc994dd19"", ""official_cn_comparison"": ""aed2533f743962686""}, ""effort"": ""max"", ""job_id"": ""magireco-v26-dsv4-v3-durable-review-20260812"", ""model"": ""deepseek-v4-flash"", ""parent_session_id"": ""7d338408-3137-4825-ba71-d00eb6aa335d"", ""pending_input_sha256"": ""df99843e0e024c562d3a05af2a7dde0e87b50a0441376538a743f6b4d5038c7b""}"	null
