source_index	batch_number	item_id	stable_business_key	source_path	source_key	source_field	review_kind	allowed_action	japanese_or_source_original	old_cn	current_cn	protected_authority_text	product_write_allowed	highest_authority_tier	authority_status	authority_evidence	official_cn	wiki_cn	confirmed_human_cn	ds_review_status	review_status	allowed_human_decisions	human_decision	reviewer	reviewed_at	final_value	human_notes	source_text_sha256	old_cn_sha256	source_item_sha256
1483	75	LOW-MT-01789	i18n/frontend-strings.tsv#e5da54c073f19ef6988a427b/candidate_cn	i18n/frontend-strings.tsv	e5da54c073f19ef6988a427b	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	魔法少女　総合戦力について	魔法少女 关于综合战力	魔法少女 关于综合战力	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:987;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=f7d079e78fac968fa8c892ddd4bb638c062c9eb5				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						8c9a3ec1165f7894e347ea19ec708c974fbb4ef7add2b5a1f25c587cad42d5b8	971e8121af24e5d32684d6b12b9915f45c22b795f8f278b0381258b65ef0687a	bb6fff1e1579b1e02c52db790b5ad9eccfd8627899ee067547273ea22b5d13f5
1484	75	LOW-MT-01790	i18n/frontend-strings.tsv#e6448b4323817ff877b6c282/candidate_cn	i18n/frontend-strings.tsv	e6448b4323817ff877b6c282	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	特訓したい魔法少女を選んでください	请选择要特训的魔法少女	请选择要特训的魔法少女	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1295;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=f7d079e78fac968fa8c892ddd4bb638c062c9eb5				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						90c02d3ee5ee9777c02f04221333368955b75238fd0ac6d13c351b4e2198fade	b1b31a5db012a6ed08f5f0fde65246eb1023bd3bc4920e9ce70313bbbe6b44a6	0e686087a13c4fe07a423d8af240067c40dc5dc65a00a22bbcc0ce1d804c8bac
1485	75	LOW-MT-01791	i18n/frontend-strings.tsv#e67bfa7e487b78a913d7c59d/candidate_cn	i18n/frontend-strings.tsv	e67bfa7e487b78a913d7c59d	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	▼ コメントを選ぶ	▼ 选择留言	▼ 选择留言	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:137;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=a2fe8becd5d57b825b631fc0f058bf624d7d5e1f				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						269aaaa88c5cc46988ebe8575669ef47b650ccbcffe9758fe7071b89ae927069	7e9be76eb4c9571208ad1792557af47fa6708f4ed8e74b057309bbee17f0b2da	1f9caefb9e20259fd50801e5d26bdf0f2ab6126fa038d3e94625fe71b3ba178d
1486	75	LOW-MT-01792	i18n/frontend-strings.tsv#e6c1f07f296ccec8aa079edf/candidate_cn	i18n/frontend-strings.tsv	e6c1f07f296ccec8aa079edf	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	\\x3cp\\x3eクエスト用のチームを編成しましょう\\x3c/p\\x3e	\\x3cp\\x3e来编成关卡用的队伍吧\\x3c/p\\x3e	\\x3cp\\x3e来编成关卡用的队伍吧\\x3c/p\\x3e	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:630;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=f7d079e78fac968fa8c892ddd4bb638c062c9eb5				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						ab77fb12e141f52cdea1f6b861e2d54ba1ce00fcdd6827f6ea0e4180891898d0	a38e4284bc44befba32e70101510c64e8abb697cbcf16a8490b00aa7dd74cec2	441d7df6e55b0d1bb7780c8801778dddae822a148520a746a8179b6a5664a6b1
1487	75	LOW-MT-01793	i18n/frontend-strings.tsv#e6c51b4456b46518b377c315/candidate_cn	i18n/frontend-strings.tsv	e6c51b4456b46518b377c315	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	から開始いたします。	开始。	开始。	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:982;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						895d6d8abf5da343c3c59891c4fdfec29557d64a1659eaf93a22b08a99da266c	1b3aec20fad242e07275c683d2426e01e00ff02188e60e8e3680d12d8ddf21aa	761039aadadbbde511f8fc27f2fa05193cfc3ffeab179ec33c88ccf07ce7aceb
1488	75	LOW-MT-01794	i18n/frontend-strings.tsv#e6db67ba06ddf8079eff727e/candidate_cn	i18n/frontend-strings.tsv	e6db67ba06ddf8079eff727e	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	"よろしいですか？\\x3c/p\\x3e\\x3cp class\\x3d""c_red""\\x3e※同じチームの魔法少女が装備しているメモリアが含まれる場合、\\x3c/br\\x3e自動的にその魔法少女から装備がはずされます。\\x3c/p\\x3e"	"确定吗?\\x3c/p\\x3e\\x3cp class\\x3d""c_red""\\x3e※若包含同队魔法少女装备中的记忆结晶,\\x3c/br\\x3e将自动从该魔法少女身上卸下。\\x3c/p\\x3e"	"确定吗?\\x3c/p\\x3e\\x3cp class\\x3d""c_red""\\x3e※若包含同队魔法少女装备中的记忆结晶,\\x3c/br\\x3e将自动从该魔法少女身上卸下。\\x3c/p\\x3e"	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1100;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=f7d079e78fac968fa8c892ddd4bb638c062c9eb5				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						b6eaea3f6e24ce0e52da7ae35834d0e41595bc15e0ad358f38aeafe4f6c1eae7	5f41bbef2ee360277e1064fc8b4023766f0ee218483bc35a05b1e31b78d840bd	07b020d700ded91597fb5ad635bab0227ac17f5f468f94c4fe70ae510c405a3c
1489	75	LOW-MT-01795	i18n/frontend-strings.tsv#e75157014c2baa24f4c59a84/candidate_cn	i18n/frontend-strings.tsv	e75157014c2baa24f4c59a84	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	Blastディスクには縦攻撃、横攻撃の@2種類が存在します	Blast 圆盘分为纵向攻击与横向攻击@两种	Blast 圆盘分为纵向攻击与横向攻击@两种	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:420;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=a2fe8becd5d57b825b631fc0f058bf624d7d5e1f				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						820a6b6609893bb9496a714b57ed464e2b14320a772807c7a85f180b01109799	c437d5c7e3d1f7fc5ad674b7a83ffffb3360ab7d57becdee48bd5f9f2fc8ffda	3696546c0fe00b9d42565a8af460b7f7949c0e79168fbe16d082238cd57f5498
1490	75	LOW-MT-01796	i18n/frontend-strings.tsv#e79462ef36d63589313bd9d0/candidate_cn	i18n/frontend-strings.tsv	e79462ef36d63589313bd9d0	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	体	个	个	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:599;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=daf24b857fad672ba249b39646144bf126760247				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						d08d660b7de4e2314def9d953b46d4fec2db3acbfe7344cda4ede7faacc5e177	3a116815bc9da10d888ffcca7311803a13f3cde7557078ce300fda0f393b3bab	27316d898a1a901552061aa0fbaf069b6293dcc27d166f8d4a87e903079167ee
1491	75	LOW-MT-01797	i18n/frontend-strings.tsv#e7ba05bf1b88062547dfdefd/candidate_cn	i18n/frontend-strings.tsv	e7ba05bf1b88062547dfdefd	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	期間外	不在期间内	不在期间内	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:23;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=792846e76f98796f7660c2a9e468d5e1f6e4ed5b				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						a5e1e04190ff0299d6410ee89be561832b5861c2e38d723f1b8fc52bb8107683	f983d2ae722bbce82326d5333d05e02fe70b55561ef5252996c6a9a302f70750	64ee77b0b6fd93d2b0d2036d0af638526f0cf1542be1d65eb6c7ea9ac696f076
1492	75	LOW-MT-01798	i18n/frontend-strings.tsv#e7d31a9b9d080d88517c87d1/candidate_cn	i18n/frontend-strings.tsv	e7d31a9b9d080d88517c87d1	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	-/10問	-/10题	-/10题	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1200;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						f4cbe1bf072ceea197d49eec65a05bd803132c3eef85adf3fee3e30fbe7a7f12	d1d517a35f0c9a4053bb338a7f3691dde704dd2faff8233ea0689254f439a299	fe4d50ac01119d60e8be4fb0c03227884caa274db9082c1173d0951f9666f723
1493	76	LOW-MT-01799	i18n/frontend-strings.tsv#e7d46ac06910f8eb19b13808/candidate_cn	i18n/frontend-strings.tsv	e7d46ac06910f8eb19b13808	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	現在、ミラーズランキングの結果集計中です。\\x3cbr\\x3e集計中はミラーズバトルはプレイできません。	镜界排行榜结果统计中。\\x3cbr\\x3e统计期间无法进行镜界对战。	镜界排行榜结果统计中。\\x3cbr\\x3e统计期间无法进行镜界对战。	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:462;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=f7d079e78fac968fa8c892ddd4bb638c062c9eb5				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						d47e81ff22a29ee67406bb3bfa52af9658544e51b225e1069b41367be54ca9d1	0511ce979652ab5df866c4c14cc62b5960c1250e207a6c610d9c6f08ca6dd081	fcaf4b1da472e6a583a3c5a7664a61ac059ca1bcf2ae80c6e3253443d073a7e0
1494	76	LOW-MT-01800	i18n/frontend-strings.tsv#e7dc01855fd46c6685a73ca2/candidate_cn	i18n/frontend-strings.tsv	e7dc01855fd46c6685a73ca2	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	通信環境の良い所で再度お試しください。	请在网络状况良好的环境下重试。	请在网络状况良好的环境下重试。	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:120;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=6ac6c6b1c20e89ec29482de9205635c96f325398				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						d4a34737331d37a8efb7fbc4edee7051226e15b6e7c1cc75b459f2740cb6926c	6e60278af9d729df0a9a8f1c1f85e172b4f68c992aa3883424985c7caec4f50b	ee31aa25290d8ee4cb587efdf8b7604af073ac6da2a3ba9597dfdb075f4514f9
1495	76	LOW-MT-01801	i18n/frontend-strings.tsv#e7e57883a66f77a2e3db12f5/candidate_cn	i18n/frontend-strings.tsv	e7e57883a66f77a2e3db12f5	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	前回ダメージ	上次伤害	上次伤害	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1619;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						595e06e1d19fd85b64f67c6f514603723019cede3253c12b3cfe29b0b14dcd04	5c0c26e99b28dd28f40df92743c1b077711d54f6fcbcb25e01087dec9a6f2565	9c7ef9734faffc65401aad4bee8d9574ae5439855f8c84c7834ec973b7a2f9ba
1496	76	LOW-MT-01802	i18n/frontend-strings.tsv#e7e9e9f37ac50e897c91bbc4/candidate_cn	i18n/frontend-strings.tsv	e7e9e9f37ac50e897c91bbc4	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	★5かつマギアLv5の魔法少女の@ドッペルクエストをクリアすることで解放されます	通关★5 且 Magia Lv5 的魔法少女的@魔女化身关卡后解放	通关★5 且 Magia Lv5 的魔法少女的@魔女化身关卡后解放	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:428;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=a2fe8becd5d57b825b631fc0f058bf624d7d5e1f				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						a3586e746d734ff74df2196fcee7bfa812e48f4234f946bbfefc18da3f05129d	778e8c3620ac5ff43845616ae50199ad3a8000654e330441f9c02ec0fe74b4dd	46791bb74d87beaccf9536ac7334b5c9b093f4531c756f2a3cc21a5ba81c6a21
1497	76	LOW-MT-01803	i18n/frontend-strings.tsv#e7efa22b91ca22ce9624de62/candidate_cn	i18n/frontend-strings.tsv	e7efa22b91ca22ce9624de62	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	魔法陣形	魔法阵形	魔法阵形	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:100;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=792846e76f98796f7660c2a9e468d5e1f6e4ed5b				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						3cc38220b31ad46f20c2232110cfeeee55d0dd1a52849b5cf619e9f2ad8d64bb	a161819e3ee5a14aa0b5d2ec3dea36bd9e35a1aa2b95142c65b8c0d1f89eca6f	d6741791ad730674caea252a91483d3d720cb3faa34bd08b9289d8eb8ce3168e
1498	76	LOW-MT-01804	i18n/frontend-strings.tsv#e838360c7d78c4fa184a88ca/candidate_cn	i18n/frontend-strings.tsv	e838360c7d78c4fa184a88ca	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	結果発表	结果发表	结果发表	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1023;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						23d99d7b8783a6e85c2bd6810223989b348b5169d723ec4e26008e1964d38788	5be1c8123cac73df8c14b68b589198df9e13cc07ba6944fa587d123ea8f1b9d3	b15f94b213350c13de348ed37d2160422bc95b1a75f4cea14baeb5b1025b7632
1499	76	LOW-MT-01805	i18n/frontend-strings.tsv#e842111e82c01396f85ce00c/candidate_cn	i18n/frontend-strings.tsv	e842111e82c01396f85ce00c	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	ミラーズコイン×	镜币×	镜币×	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:1438;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=7805a53c5b384cd48573d0d267220b0e80fb93f3				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						388f8ef8bc3f6f142c538014b532788b465d208e4fc0660d79a03aa1ee64de36	ece54a04144bf174f850f1b31fa9d503dbd0cd3a31cffb48c169fa009752cc7f	b53f3f4e66b473fece8b56617de87fa27edb8c2fa877cb45121f6db4d272f041
1500	76	LOW-MT-01806	i18n/frontend-strings.tsv#e89cffb4bc52dc70357beb16/candidate_cn	i18n/frontend-strings.tsv	e89cffb4bc52dc70357beb16	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	強化	强化	强化	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:165;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=792846e76f98796f7660c2a9e468d5e1f6e4ed5b				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						2c0e7d19cd7a53626daac97ab0e78b9d018de1161a5da1b1df517fdc8c1269c9	dfd9daf043cf66453ebf9e546ec0cadf8acdd8000e2f95615c7e3097e64c49db	b53a4320bed13697a4c6e6eedbd802a7a882cd1aec96363d094d1413d9d5fb2c
1501	76	LOW-MT-01807	i18n/frontend-strings.tsv#e8a84d294752e718a79c13c3/candidate_cn	i18n/frontend-strings.tsv	e8a84d294752e718a79c13c3	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	機種変更の前に	更换机型前	更换机型前	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:391;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=a2fe8becd5d57b825b631fc0f058bf624d7d5e1f				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						e76671de2ec4bebdcaa558a78e7e13956f591fd7ffbb3ac54d6f2c5e80bd609d	c6a9ba975ba0d59287d7c8f47868a0dd7d8178fd0e1ba74a6d8d4b1c5ceb82d0	0409c65151c76ca128a2ec01f837016ef36ca65302f7e259da7315f0c2a4aee6
1502	76	LOW-MT-01808	i18n/frontend-strings.tsv#e8acfdc7240c5be8d6b03ab4/candidate_cn	i18n/frontend-strings.tsv	e8acfdc7240c5be8d6b03ab4	candidate_cn	current-low-tier-translation-review	review-and-stage-low-tier-only	ポイント	点数	点数	false	false	legacy_unverified_ai_assisted	no_per_entry_official_or_wiki_pair	i18n/generated/input-provenance.tsv:334;legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence;commit=a2fe8becd5d57b825b631fc0f058bf624d7d5e1f				not-reviewed-ds	manual-required	"[""approve-current"",""revise"",""unresolved""]"						80ebe4f118802a72d8ed2b0076434895eadf99658f50d6e162c6733fe2809485	685b08782b5ef1e2708a31db453de50b5775729e70392a62a7b2c481a9225d9c	9e8a597b4a3f96e2dc12860b89faa9f0ea02f1a5a4aa3a93e74278a035c2c8a8
