candidate_id	key	scope	path_prefix	source_text	candidate_cn	status	authority	weight	selected	source_file	source_line	source_batch	source_commit	evidence
965665daa8027c90252c240c	global:01d1b664d64a96307a42	global		イベントBONUS	活动BONUS	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1489	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
c74d102d2168c832c4dd8d82	global:01d691eae69c662ea381	global		の装備を外して	卸下装备后	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	285	legacy-claude-ai-assisted	a2fe8becd5d57b825b631fc0f058bf624d7d5e1f	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
61b26cf972e703de4e4e822a	global:01f0882f876de604b6c3	global		フレンド一覧	好友一览	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1273	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
3048f8baf8eb63e8b997d0d2	global:022a00a1f6927d52d773	global		あｆろ	あｆろ<!-- 啊f洛 -->	present	wiki	400	true	i18n/glossary.tsv	180	wiki-migrated-glossary		migrated Wiki glossary candidate
f769d73c2dae925c4390836c	global:022d1bcc4115e50dd866	global		Charge後ダメージUP	Charge后伤害UP	present	wiki	400	true	i18n/glossary.tsv	32	wiki-migrated-glossary		migrated Wiki glossary candidate
75c92894505b5512a69b2a03	global:025c7009badb277290a1	global		「マギウスの指令書」追加獲得数	“Magius的指令书”追加获得数	present	wiki	400	true	i18n/glossary.tsv	101	wiki-migrated-glossary		migrated Wiki glossary candidate
a76ad5d00c3a79607d283d90	global:02713cc94298c5de53e7	global		殲滅戦に参加するには\\x3cbr\\x3e★4以上の魔法少女が\\x3cspan class\\x3d'c_red'\\x3e5\\x3c/span\\x3e体必要です。	参加歼灭战需要\\x3cbr\\x3e\\x3cspan class\\x3d'c_red'\\x3e5\\x3c/span\\x3e个★4以上的魔法少女。	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1135	legacy-kimi-ai-assisted	f7d079e78fac968fa8c892ddd4bb638c062c9eb5	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
0b8846bba18b4fa9686fa5bf	global:028d88d54e3626aab6bf	global		「見えない意思」追加獲得数	“无形的意愿”追加获得数	present	wiki	400	true	i18n/glossary.tsv	149	wiki-migrated-glossary		migrated Wiki glossary candidate
149fd3ddb496c964073f4484	global:028e9edc4bcc3b145720	global		個人撃破報酬	个人击破报酬	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	558	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
e6c51b4456b46518b377c315	global:028ff2fce4652a254193	global		から開始いたします。	开始。	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	982	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
629dde5d5337ad5eca97e774	global:02a2e8134ed5a717fae3	global		撃退数	击退数	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	290	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
4eb42d07c0bd09733e7d1428	global:02b9d1408035d24ed345	global		称号変更	更换称号	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	454	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
9cea5141417434c020ee986c	global:02c5b202745ecf7f22a7	global		受け取り期限を過ぎているため<br>対象のミッション報酬を受け取ることはできません	由于领取期限已过，<br>无法领取该任务报酬	present	official_cn_dump	500	true	i18n/reviewed-candidates.tsv	13	official-cn-static-pass20-20260815		LOW-MT-00474; official and JP trees share js/event/raid/EventRaidCloseTop.js; rejected ambiguous alignments are recorded in the Pass20 review table; locator=D:/magia/MyProducts/MAGIA RECORD CN/静态数据/static/magica/js/event/raid/EventRaidCloseTop.js#literal; source_sha256=1dd4511742a59a15063c2ec807688f8754c4316f81adc70207a930c83cf829ea; match=exact-path-single-literal-alignment; machineTranslated=false; confidence=exact; review=official-source-verified
1a2600d13b7cb72e589415c0	global:02c5b202745ecf7f22a7	global		受け取り期限を過ぎているため<br>対象のミッション報酬を受け取ることはできません	已过领取期限,<br>无法领取该任务报酬	present	legacy_unverified_ai_assisted	200	false	i18n/frontend-strings.tsv	121	legacy-kimi-ai-assisted	6894a64f2fc75edc91deb1764c138c6c6dbdbede	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
7198df6927e2423ecf4404c5	global:02c7ec92d074d0376822	global		小坂井祐莉絵	小坂井祐莉绘	present	wiki	400	true	i18n/glossary.tsv	536	wiki-migrated-glossary		migrated Wiki glossary candidate
a9bad32d70e90290e505c20a	global:02c9e0a90816c877b947	global		Blast ダメージカット	Blast伤害削减	present	wiki	400	true	i18n/glossary.tsv	10	wiki-migrated-glossary		migrated Wiki glossary candidate
6e70bd303f9f17787cbe0da3	global:02d0d1e03b6f7b63144c	global		マップエフェクト	地图特效	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1375	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
9ce1d1707c812b093c01c66c	global:02de8d7e415e9198b41b	global		クエストを開始できません	无法开始关卡	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	222	legacy-claude-ai-assisted	6ac6c6b1c20e89ec29482de9205635c96f325398	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
dbe11f4f927e3da654bfe058	global:02df9c99ca3a37fdae84	global		\\x3cp\\x3e他の魔法少女も編成してみましょう\\x3cbr\\x3eお任せ編成ボタンをタッチすることで、\\x3cbr\\x3e自動でチームを編成できます\\x3c/p\\x3e	\\x3cp\\x3e试着把其他魔法少女也编进队伍吧\\x3cbr\\x3e点击自动编成按钮,\\x3cbr\\x3e就能自动编成队伍\\x3c/p\\x3e	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	634	legacy-kimi-ai-assisted	f7d079e78fac968fa8c892ddd4bb638c062c9eb5	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
3683bf996188aff0e0afcc5f	global:02ffd40766bf4ceef81e	global		撃破カットイン	击破切入	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1374	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
49de469591d813f04abc0a4e	global:030cb526cf2b31fdb48d	global		かきくけこ６７８９０＠かきくけこ６７８９０	测试文字６７８９０＠测试文字６７８９０	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	808	legacy-kimi-ai-assisted	0a989af6c24cc69a910f126668b766986fbfca75	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
234b4f054e3c7c070b5dac60	global:03538b104b9cb61a83fd	global		赤つつじ入手時	红杜鹃获得时	present	wiki	400	true	i18n/glossary.tsv	900	wiki-migrated-glossary		migrated Wiki glossary candidate
ff612e0bfa27d8c881aa166d	global:0372eaea865983308266	global		和泉風花	和泉风花	present	wiki	400	true	i18n/glossary.tsv	501	wiki-migrated-glossary		migrated Wiki glossary candidate
301357ea4fcf6e580b33ccfe	global:0375aa81e5d832d76ef0	global		売却	出售	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	250	legacy-claude-ai-assisted	792846e76f98796f7660c2a9e468d5e1f6e4ed5b	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
5c17b65ab396d1305885904a	global:037a45d845a9f0b00c78	global		（オファー：COMPLETE）	(邀请:COMPLETE)	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	105	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
f7eb2c1b2bf7c2b0e4402728	global:038aaa329004cf69bbc4	global		「竜城家伝統鏡餅」追加獲得数	“龙城家传统镜饼”追加获得数	present	wiki	400	true	i18n/glossary.tsv	143	wiki-migrated-glossary		migrated Wiki glossary candidate
1b06c434303c35080daefef8	global:039df2939957f9a29545	global		セクション内に未クリアクエストがあります。選択画面に遷移します。	小节内还有未通关的关卡。即将前往选择界面。	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1005	legacy-kimi-ai-assisted	f7d079e78fac968fa8c892ddd4bb638c062c9eb5	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
981615b120ba052f75198735	global:03a735674f4cec1ea9c8	global		Chargeが溜まっている状態でAcceleを放つと@マギアゲージ獲得量が上昇します	在已积攒 Charge 的状态下打出 Accele@Magia 槽获得量会上升	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	426	legacy-claude-ai-assisted	a2fe8becd5d57b825b631fc0f058bf624d7d5e1f	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
08d174c4b14712073978e28d	global:03ac75727c23e714ecd1	global		\\x3c/span\\x3eの\\x3cbr\\x3e精神強化をすべてリセットします。よろしいですか？\\x3cbr\\x3e\\x3cspan class\\x3d'resetCaution c_red'\\x3e※精神強化に使用した素材は返還されますが、CCは返還されません\\x3c/span\\x3e\\x3cdiv class\\x3d'resetItem pointFrame'\\x3e\\x3cspan class\\x3d'hasIcons'\\x3e\\x3cimg src\\x3d'/magica/resource/image_web/common/icon/icon_reset_enhance_f.png'\\x3e\\x3c/span\\x3e\\x3cspan class\\x3d'itemCount'\\x3e	\\x3c/span\\x3e的\\x3cbr\\x3e精神强化将全部重置。确定吗?\\x3cbr\\x3e\\x3cspan class\\x3d'resetCaution c_red'\\x3e※精神强化使用的素材会返还,但CC不会返还\\x3c/span\\x3e\\x3cdiv class\\x3d'resetItem pointFrame'\\x3e\\x3cspan class\\x3d'hasIcons'\\x3e\\x3cimg src\\x3d'/magica/resource/image_web/common/icon/icon_reset_enhance_f.png'\\x3e\\x3c/span\\x3e\\x3cspan class\\x3d'itemCount'\\x3e	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	925	legacy-kimi-ai-assisted	6894a64f2fc75edc91deb1764c138c6c6dbdbede	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
0b0a97bf36c51e47180c0d5f	global:03d24a94fdad32df659d	global		「想いを記すもの」追加獲得数	“记述思念之物”追加获得数	present	wiki	400	true	i18n/glossary.tsv	130	wiki-migrated-glossary		migrated Wiki glossary candidate
6dfdf4d400146d40f535f982	global:03d7e7c069bf9dc5a642	global		確率でスタン無効	概率眩晕无效	present	wiki	400	true	i18n/glossary.tsv	801	wiki-migrated-glossary		migrated Wiki glossary candidate
3eaabd03c25fc48d7f9ffdc4	global:03dc2b78d1e3981ce267	global		宇宙一のレシピ	宇宙第一食谱	present	wiki	400	true	i18n/glossary.tsv	523	wiki-migrated-glossary		migrated Wiki glossary candidate
b9e2ac44604831a9e93cc72b	global:0403842e6ed77a65eded	global		同じエリアで戦うプレイヤーに応援コメントを送りましょう！	给在同一区域战斗的玩家发送应援留言吧!	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1366	legacy-kimi-ai-assisted	f7d079e78fac968fa8c892ddd4bb638c062c9eb5	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
a822a21fcef51619435200a2	global:040c4220004074aafe67	global		MPが15%溜まった状態でバトル開始	以MP积累15%的状态开始战斗	present	wiki	400	true	i18n/glossary.tsv	50	wiki-migrated-glossary		migrated Wiki glossary candidate
5e8d977b0501a28773efd73b	global:041265effe7b185f23e2	global		解放予定	预定解放	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1396	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
62591369db753f606b129e90	global:0419c4468681c69a7dbe	global		与えるダメージ	造成伤害	present	wiki	400	true	i18n/glossary.tsv	438	wiki-migrated-glossary		migrated Wiki glossary candidate
536e26fd87187a8390323f30	global:0426ccafeff17996a003	global		メールのグライダー	邮件的滑翔机	present	wiki	400	true	i18n/glossary.tsv	400	wiki-migrated-glossary		migrated Wiki glossary candidate
50ed9cc6c0ed5113bab72b77	global:042c68f2df4b7ec33582	global		"\\x3cp class\\x3d""noItems""\\x3e素材を所持していません\\x3c/p\\x3e"	"\\x3cp class\\x3d""noItems""\\x3e没有持有素材\\x3c/p\\x3e"	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1048	legacy-kimi-ai-assisted	f7d079e78fac968fa8c892ddd4bb638c062c9eb5	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
1aba1330b523b078bb836898	global:044acf020b76c2591e1b	global		ビッグフェリスのタービン	大摩天轮的涡轮	present	wiki	400	true	i18n/glossary.tsv	347	wiki-migrated-glossary		migrated Wiki glossary candidate
00235702def03536f379d8a0	global:045086ba9008e0903afa	global		nabe	[https://x.com/nabe_e16 nabe]	present	wiki	400	true	i18n/glossary.tsv	72	wiki-migrated-glossary		migrated Wiki glossary candidate
a5fc19b217688fb98bc9707d	global:04562d89bf483389bd71	global		山村洋貴	山村洋贵	present	wiki	400	true	i18n/glossary.tsv	542	wiki-migrated-glossary		migrated Wiki glossary candidate
722eef3d302be470966b5579	global:048885ef33b6e1a122ca	global		ステージ	关卡点	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1131	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
2efd0a3c42c8bfd9d66ce520	global:048eebee78be96b519a7	global		セット	放入	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	186	legacy-kimi-ai-assisted	6894a64f2fc75edc91deb1764c138c6c6dbdbede	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
15c61079d0d36974b2c507ff	global:049d5b62211c29134c3b	global		ダメージカット状態	伤害削减状态	present	wiki	400	true	i18n/glossary.tsv	297	wiki-migrated-glossary		migrated Wiki glossary candidate
7ae741a9d50aeddf63a46b30	global:04ac98b25af362d0eb11	global		"<p class=""noMission ts_white"">挑戦できるミッションがありません</p>"	"<p class=""noMission ts_white"">没有可以挑战的任务</p>"	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	122	legacy-kimi-ai-assisted	6894a64f2fc75edc91deb1764c138c6c6dbdbede	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
70d5743d8970d800afedc361	global:04b483e44607ab6095e2	global		ブロック中	已拉黑	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	464	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
9e28b713478d15718a6ff2a3	global:04be4f18ea0b774d1ebd	global		三森すずこ	三森铃子	present	wiki	400	true	i18n/glossary.tsv	433	wiki-migrated-glossary		migrated Wiki glossary candidate
93924012658ef85ca421a858	global:04c8ca4c89ad8e6e61bc	global		ATK順	按 ATK	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	90	legacy-claude-ai-assisted	792846e76f98796f7660c2a9e468d5e1f6e4ed5b	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
2fe18653b7aee9cb44fe5b8f	global:04eb37312b451d1f5088	global		題名	标题	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	1228	legacy-kimi-ai-assisted	7805a53c5b384cd48573d0d267220b0e80fb93f3	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
b986e55df4eec6afa3b8cb93	global:04ecee132066a5954abe	global		話をクリア	通关话数	present	legacy_unverified_ai_assisted	200	true	i18n/frontend-strings.tsv	88	legacy-claude-ai-assisted	6ac6c6b1c20e89ec29482de9205635c96f325398	legacy git-blame lineage; AI co-author batch; no per-entry human-review evidence
6a91c32a2b37e18c50a17b48	global:04edead40fefa52d8caa	global		八雲みたま	八云御魂	present	wiki	400	true	i18n/glossary.tsv	468	wiki-migrated-glossary		migrated Wiki glossary candidate
