path,kind,line,offset,text,han_count,hiragana_count,katakana_count,simplified_signal_count,context,language_class,totentanz_same_path,old_role,old_injection_tier,source_eligible,authority_guidance
js/_common/ajaxControl.js,js_string,1,13081,目前连线人数较多。<br>请稍待片刻再尝试连线。,18,0,0,3,"},error:{content:""客户端出错。""}},404:{content:""请在通讯环境良好的地方再次进行尝试。"",gotoFirst:!1},429:{content:""目前连线人数较多。<br>请稍待片刻再尝试连线。"",gotoFirst:!1,retryClick:!0},500:{},502:{retryStandbyTime:3e3,content:""目前连线人数较多。<br>请稍待片刻",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/ajaxControl.js,js_string,1,13177,目前连线人数较多。<br>请稍待片刻再尝试连线。,18,0,0,3,"较多。<br>请稍待片刻再尝试连线。"",gotoFirst:!1,retryClick:!0},500:{},502:{retryStandbyTime:3e3,content:""目前连线人数较多。<br>请稍待片刻再尝试连线。"",gotoFirst:!1,retryClick:!0,""Bad Gateway"":{}},503:{content:""请在通讯环境良好的地方再次进行尝试。""},504:{ret",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/ajaxControl.js,js_string,1,13262,请在通讯环境良好的地方再次进行尝试。,17,0,0,2,"ent:""目前连线人数较多。<br>请稍待片刻再尝试连线。"",gotoFirst:!1,retryClick:!0,""Bad Gateway"":{}},503:{content:""请在通讯环境良好的地方再次进行尝试。""},504:{retryStandbyTime:3e3,content:""目前连线人数较多。<br>请稍待片刻再尝试连线。"",retryClick:!0}};return _.e",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/ajaxControl.js,js_string,1,13318,目前连线人数较多。<br>请稍待片刻再尝试连线。,18,0,0,3,"0,""Bad Gateway"":{}},503:{content:""请在通讯环境良好的地方再次进行尝试。""},504:{retryStandbyTime:3e3,content:""目前连线人数较多。<br>请稍待片刻再尝试连线。"",retryClick:!0}};return _.each(errorTips,function(value,key){$.extend(value,{timeout:{ret",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/ajaxControl.js,js_string,1,13457,连线超时,4,0,0,2,"_.each(errorTips,function(value,key){$.extend(value,{timeout:{retryStandbyTime:2e3,title:""连线超时"",content:""请在通讯环境良好的地方再次进行尝试。"",retryClick:!0},error:{content:""请在通讯环境良好的地方再次进行尝试。""}})}),tha",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/ajaxControl.js,js_string,1,13472,请在通讯环境良好的地方再次进行尝试。,17,0,0,2,"s,function(value,key){$.extend(value,{timeout:{retryStandbyTime:2e3,title:""连线超时"",content:""请在通讯环境良好的地方再次进行尝试。"",retryClick:!0},error:{content:""请在通讯环境良好的地方再次进行尝试。""}})}),that});",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/ajaxControl.js,js_string,1,13523,请在通讯环境良好的地方再次进行尝试。,17,0,0,2,"yStandbyTime:2e3,title:""连线超时"",content:""请在通讯环境良好的地方再次进行尝试。"",retryClick:!0},error:{content:""请在通讯环境良好的地方再次进行尝试。""}})}),that});",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/backboneCommon.js,js_string,1,2936,时,1,0,0,1,"ate.getMinutes()).slice(-2):_date.getMonth()+1+""月""+_date.getDate()+""日 ""+_date.getHours()+""时""+(""0""+_date.getMinutes()).slice(-2)+""分""},common.live2dDetail=function(detail){var l2dPrm=",strong_simplified_cn,True,bootstrap_support,bootstrap_review,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6022,任务,2,0,0,1,"1034.png""},{type:1,image:""tips_21035.png""},{type:1,image:""tips_21037.png""},{type:0,title:""任务"",text:""每日任务于每天0点更新""},{type:0,title:""服装切换"",text:""获得魔法少女的服装时@可切换主页画面的魔法少女的服装""},{type:0,titl",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6032,每日任务于每天0点更新,10,0,0,1,",{type:1,image:""tips_21035.png""},{type:1,image:""tips_21037.png""},{type:0,title:""任务"",text:""每日任务于每天0点更新""},{type:0,title:""服装切换"",text:""获得魔法少女的服装时@可切换主页画面的魔法少女的服装""},{type:0,title:""Charge行动盘"",text:",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6073,获得魔法少女的服装时@可切换主页画面的魔法少女的服装,25,0,0,2,"image:""tips_21037.png""},{type:0,title:""任务"",text:""每日任务于每天0点更新""},{type:0,title:""服装切换"",text:""获得魔法少女的服装时@可切换主页画面的魔法少女的服装""},{type:0,title:""Charge行动盘"",text:""连续使用Charge行动盘后@Charge积攒，可施加大幅伤害""},{type:0,title:""Puella",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6134,连续使用Charge行动盘后@Charge积攒，可施加大幅伤害,17,0,0,1,"},{type:0,title:""服装切换"",text:""获得魔法少女的服装时@可切换主页画面的魔法少女的服装""},{type:0,title:""Charge行动盘"",text:""连续使用Charge行动盘后@Charge积攒，可施加大幅伤害""},{type:0,title:""Puella Combo"",text:""用同一魔法少女进行攻击后@发动Puella连击，伤害上升""},{type:0,title:""目标选择"",",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6203,用同一魔法少女进行攻击后@发动Puella连击，伤害上升,20,0,0,5,"le:""Charge行动盘"",text:""连续使用Charge行动盘后@Charge积攒，可施加大幅伤害""},{type:0,title:""Puella Combo"",text:""用同一魔法少女进行攻击后@发动Puella连击，伤害上升""},{type:0,title:""目标选择"",text:""点击敌人即可将其锁定为目标""},{type:0,title:""Connect"",text:""用同一魔法少女攻击3次@即可",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6249,目标选择,4,0,0,1,"施加大幅伤害""},{type:0,title:""Puella Combo"",text:""用同一魔法少女进行攻击后@发动Puella连击，伤害上升""},{type:0,title:""目标选择"",text:""点击敌人即可将其锁定为目标""},{type:0,title:""Connect"",text:""用同一魔法少女攻击3次@即可能发动Connect""},{type:0,t",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6261,点击敌人即可将其锁定为目标,13,0,0,3,"pe:0,title:""Puella Combo"",text:""用同一魔法少女进行攻击后@发动Puella连击，伤害上升""},{type:0,title:""目标选择"",text:""点击敌人即可将其锁定为目标""},{type:0,title:""Connect"",text:""用同一魔法少女攻击3次@即可能发动Connect""},{type:0,title:""魔法阵型"",text:""由于阵",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6307,用同一魔法少女攻击3次@即可能发动Connect,15,0,0,2,"动Puella连击，伤害上升""},{type:0,title:""目标选择"",text:""点击敌人即可将其锁定为目标""},{type:0,title:""Connect"",text:""用同一魔法少女攻击3次@即可能发动Connect""},{type:0,title:""魔法阵型"",text:""由于阵形前列易受敌人攻击@请将防御力高的魔法少女配置在前列""},{type:0,title:""协助"",text:""若选择",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6361,由于阵形前列易受敌人攻击@请将防御力高的魔法少女配置在前列,28,0,0,3,"为目标""},{type:0,title:""Connect"",text:""用同一魔法少女攻击3次@即可能发动Connect""},{type:0,title:""魔法阵型"",text:""由于阵形前列易受敌人攻击@请将防御力高的魔法少女配置在前列""},{type:0,title:""协助"",text:""若选择未关注的玩家进行协助@则不可使用Magia和技能，请务必注意""},{type:0,title:""Accele Comb",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6418,若选择未关注的玩家进行协助@则不可使用Magia和技能，请务必注意,26,0,0,5,"ect""},{type:0,title:""魔法阵型"",text:""由于阵形前列易受敌人攻击@请将防御力高的魔法少女配置在前列""},{type:0,title:""协助"",text:""若选择未关注的玩家进行协助@则不可使用Magia和技能，请务必注意""},{type:0,title:""Accele Combo"",text:""确定使用Accele连击后@全队成员的Magia蓄能条增加""},{type:0,title:""Blast",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6489,确定使用Accele连击后@全队成员的Magia蓄能条增加,17,0,0,3,"0,title:""协助"",text:""若选择未关注的玩家进行协助@则不可使用Magia和技能，请务必注意""},{type:0,title:""Accele Combo"",text:""确定使用Accele连击后@全队成员的Magia蓄能条增加""},{type:0,title:""Blast Combo"",text:""已确定使用Blast连击的回合中@伤害值增大""},{type:0,title:""Puella Combo""",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6555,已确定使用Blast连击的回合中@伤害值增大,16,0,0,1,"le:""Accele Combo"",text:""确定使用Accele连击后@全队成员的Magia蓄能条增加""},{type:0,title:""Blast Combo"",text:""已确定使用Blast连击的回合中@伤害值增大""},{type:0,title:""Puella Combo"",text:""用相同的行动盘发动Puella连击后@可施加更大的伤害""},{type:0,title:""取消行动盘"",",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6615,用相同的行动盘发动Puella连击后@可施加更大的伤害,20,0,0,3,"e:0,title:""Blast Combo"",text:""已确定使用Blast连击的回合中@伤害值增大""},{type:0,title:""Puella Combo"",text:""用相同的行动盘发动Puella连击后@可施加更大的伤害""},{type:0,title:""取消行动盘"",text:""点击已选择的行动盘即可取消选择@重新选择行动盘""},{type:0,title:""Magia"",text:""Magia",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6673,点击已选择的行动盘即可取消选择@重新选择行动盘,22,0,0,4,"pe:0,title:""Puella Combo"",text:""用相同的行动盘发动Puella连击后@可施加更大的伤害""},{type:0,title:""取消行动盘"",text:""点击已选择的行动盘即可取消选择@重新选择行动盘""},{type:0,title:""Magia"",text:""Magia蓄能条积攒到100以上后@即可随时发动Magia""},{type:0,title:""技能"",text:""即使",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6727,Magia蓄能条积攒到100以上后@即可随时发动Magia,15,0,0,3,"更大的伤害""},{type:0,title:""取消行动盘"",text:""点击已选择的行动盘即可取消选择@重新选择行动盘""},{type:0,title:""Magia"",text:""Magia蓄能条积攒到100以上后@即可随时发动Magia""},{type:0,title:""技能"",text:""即使正在选择行动盘@也可发动技能""},{type:0,title:""自动战斗"",text:""已通关的战斗从第二次开始@即可进",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6784,即使正在选择行动盘@也可发动技能,15,0,0,2,"动盘""},{type:0,title:""Magia"",text:""Magia蓄能条积攒到100以上后@即可随时发动Magia""},{type:0,title:""技能"",text:""即使正在选择行动盘@也可发动技能""},{type:0,title:""自动战斗"",text:""已通关的战斗从第二次开始@即可进行自动战斗""},{type:0,title:""自动战斗"",text:""取消自动战斗时，从",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6830,已通关的战斗从第二次开始@即可进行自动战斗,20,0,0,4,"0以上后@即可随时发动Magia""},{type:0,title:""技能"",text:""即使正在选择行动盘@也可发动技能""},{type:0,title:""自动战斗"",text:""已通关的战斗从第二次开始@即可进行自动战斗""},{type:0,title:""自动战斗"",text:""取消自动战斗时，从下一回合起@即可手动操作""},{type:0,title:""协助Pt"",text:""被其他玩家选中进行",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6881,取消自动战斗时，从下一回合起@即可手动操作,19,0,0,2,"动盘@也可发动技能""},{type:0,title:""自动战斗"",text:""已通关的战斗从第二次开始@即可进行自动战斗""},{type:0,title:""自动战斗"",text:""取消自动战斗时，从下一回合起@即可手动操作""},{type:0,title:""协助Pt"",text:""被其他玩家选中进行副本协助@可在第二天登录时获得协助Pt""},{type:0,title:""变更行动盘的样式"",text",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6932,被其他玩家选中进行副本协助@可在第二天登录时获得协助Pt,25,0,0,3,"@即可进行自动战斗""},{type:0,title:""自动战斗"",text:""取消自动战斗时，从下一回合起@即可手动操作""},{type:0,title:""协助Pt"",text:""被其他玩家选中进行副本协助@可在第二天登录时获得协助Pt""},{type:0,title:""变更行动盘的样式"",text:""可在魔法少女详情画面的设定中@变更行动盘的样式""},{type:0,title:""命运宝石"",text:""再次获",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,6994,可在魔法少女详情画面的设定中@变更行动盘的样式,22,0,0,1,",{type:0,title:""协助Pt"",text:""被其他玩家选中进行副本协助@可在第二天登录时获得协助Pt""},{type:0,title:""变更行动盘的样式"",text:""可在魔法少女详情画面的设定中@变更行动盘的样式""},{type:0,title:""命运宝石"",text:""再次获得已持有的魔法少女时@可获得该魔法少女的命运宝石""},{type:0,title:""命运宝石"",text:""命运宝",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,7047,再次获得已持有的魔法少女时@可获得该魔法少女的命运宝石,26,0,0,1,"助Pt""},{type:0,title:""变更行动盘的样式"",text:""可在魔法少女详情画面的设定中@变更行动盘的样式""},{type:0,title:""命运宝石"",text:""再次获得已持有的魔法少女时@可获得该魔法少女的命运宝石""},{type:0,title:""命运宝石"",text:""命运宝石可解放魔法少女的魔力@进行魔力解放后，即增加记忆结晶的装备框""},{type:0,title:""将命运宝石转换为",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,7104,命运宝石可解放魔法少女的魔力@进行魔力解放后，即增加记忆结晶的装备框,32,0,0,4,"的样式""},{type:0,title:""命运宝石"",text:""再次获得已持有的魔法少女时@可获得该魔法少女的命运宝石""},{type:0,title:""命运宝石"",text:""命运宝石可解放魔法少女的魔力@进行魔力解放后，即增加记忆结晶的装备框""},{type:0,title:""将命运宝石转换为魔法晶片"",text:""可以在道具列表页面和魔力解放页面@将多余的命运宝石转换为魔法晶片""},{type:0,title:""魔法",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,7156,将命运宝石转换为魔法晶片,12,0,0,2,"法少女的命运宝石""},{type:0,title:""命运宝石"",text:""命运宝石可解放魔法少女的魔力@进行魔力解放后，即增加记忆结晶的装备框""},{type:0,title:""将命运宝石转换为魔法晶片"",text:""可以在道具列表页面和魔力解放页面@将多余的命运宝石转换为魔法晶片""},{type:0,title:""魔法晶片"",text:""命运宝石可变换为魔法晶片@魔法晶片可在商",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,7176,可以在道具列表页面和魔力解放页面@将多余的命运宝石转换为魔法晶片,31,0,0,4,"itle:""命运宝石"",text:""命运宝石可解放魔法少女的魔力@进行魔力解放后，即增加记忆结晶的装备框""},{type:0,title:""将命运宝石转换为魔法晶片"",text:""可以在道具列表页面和魔力解放页面@将多余的命运宝石转换为魔法晶片""},{type:0,title:""魔法晶片"",text:""命运宝石可变换为魔法晶片@魔法晶片可在商店中交换物品""},{type:0,title:""目标选择"",text:""选择3枚",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,7238,命运宝石可变换为魔法晶片@魔法晶片可在商店中交换物品,25,0,0,1,",title:""将命运宝石转换为魔法晶片"",text:""可以在道具列表页面和魔力解放页面@将多余的命运宝石转换为魔法晶片""},{type:0,title:""魔法晶片"",text:""命运宝石可变换为魔法晶片@魔法晶片可在商店中交换物品""},{type:0,title:""目标选择"",text:""选择3枚行动盘时@每次都可以变更攻击目标""},{type:0,title:""Accele行动盘"",text:""最初用Ac",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,7282,目标选择,4,0,0,1,"@将多余的命运宝石转换为魔法晶片""},{type:0,title:""魔法晶片"",text:""命运宝石可变换为魔法晶片@魔法晶片可在商店中交换物品""},{type:0,title:""目标选择"",text:""选择3枚行动盘时@每次都可以变更攻击目标""},{type:0,title:""Accele行动盘"",text:""最初用Accele进行攻击后@行动盘的Magia蓄能条",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,7294,选择3枚行动盘时@每次都可以变更攻击目标,18,0,0,3,"魔法晶片""},{type:0,title:""魔法晶片"",text:""命运宝石可变换为魔法晶片@魔法晶片可在商店中交换物品""},{type:0,title:""目标选择"",text:""选择3枚行动盘时@每次都可以变更攻击目标""},{type:0,title:""Accele行动盘"",text:""最初用Accele进行攻击后@行动盘的Magia蓄能条蓄能速度将加快""},{type:0,title:""Acc",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,7349,最初用Accele进行攻击后@行动盘的Magia蓄能条蓄能速度将加快,22,0,0,4,"中交换物品""},{type:0,title:""目标选择"",text:""选择3枚行动盘时@每次都可以变更攻击目标""},{type:0,title:""Accele行动盘"",text:""最初用Accele进行攻击后@行动盘的Magia蓄能条蓄能速度将加快""},{type:0,title:""Accele行动盘"",text:""使用第2、第3枚Accele行动盘@Magia蓄能条的蓄能速度加快""},{type:0,title:""Blas",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,7485,使用第2、第3枚Blast行动盘@攻击时的伤害增大,16,0,0,2,"itle:""Accele行动盘"",text:""使用第2、第3枚Accele行动盘@Magia蓄能条的蓄能速度加快""},{type:0,title:""Blast行动盘"",text:""使用第2、第3枚Blast行动盘@攻击时的伤害增大""},{type:0,title:""Blast行动盘"",text:""Blast行动盘拥有2种攻击类型@即横向攻击和纵向攻击""},{type:0,title:""Blast行动盘"",t",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,7544,Blast行动盘拥有2种攻击类型@即横向攻击和纵向攻击,20,0,0,3,"{type:0,title:""Blast行动盘"",text:""使用第2、第3枚Blast行动盘@攻击时的伤害增大""},{type:0,title:""Blast行动盘"",text:""Blast行动盘拥有2种攻击类型@即横向攻击和纵向攻击""},{type:0,title:""Blast行动盘"",text:""用Blast行动盘攻击后@Magia蓄能条不会积攒，请务必注意""},{type:0,title:""行动盘的出现""",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,7605,用Blast行动盘攻击后@Magia蓄能条不会积攒，请务必注意,19,0,0,4,"ype:0,title:""Blast行动盘"",text:""Blast行动盘拥有2种攻击类型@即横向攻击和纵向攻击""},{type:0,title:""Blast行动盘"",text:""用Blast行动盘攻击后@Magia蓄能条不会积攒，请务必注意""},{type:0,title:""行动盘的出现"",text:""指定为队长的魔法少女@其行动盘的出现率提高""},{type:0,title:""魔女化身"",text:""拥有魔女化身的",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,7668,指定为队长的魔法少女@其行动盘的出现率提高,20,0,0,3,"e:0,title:""Blast行动盘"",text:""用Blast行动盘攻击后@Magia蓄能条不会积攒，请务必注意""},{type:0,title:""行动盘的出现"",text:""指定为队长的魔法少女@其行动盘的出现率提高""},{type:0,title:""魔女化身"",text:""拥有魔女化身的魔法少女@在Magia蓄能条积攒到200时即可发动""},{type:0,title:""敌人信息"",text",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,7719,拥有魔女化身的魔法少女@在Magia蓄能条积攒到200时即可发动,23,0,0,2,"攒，请务必注意""},{type:0,title:""行动盘的出现"",text:""指定为队长的魔法少女@其行动盘的出现率提高""},{type:0,title:""魔女化身"",text:""拥有魔女化身的魔法少女@在Magia蓄能条积攒到200时即可发动""},{type:0,title:""敌人信息"",text:""长按敌人即可@显示出敌人的信息""},{type:0,title:""Charge效果"",text:""在Charge已积攒的",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
js/_common/nativeCommand.js,js_string,1,7781,长按敌人即可@显示出敌人的信息,14,0,0,2,",{type:0,title:""魔女化身"",text:""拥有魔女化身的魔法少女@在Magia蓄能条积攒到200时即可发动""},{type:0,title:""敌人信息"",text:""长按敌人即可@显示出敌人的信息""},{type:0,title:""Charge效果"",text:""在Charge已积攒的状态下释放Accele后@Magia蓄能条的获得量上升""},{type:0,title:""",strong_simplified_cn,True,ui_module,high_text,True,Authoritative Chinese wording candidate; transplant the literal/text node only.
