dictionary	key	pointer	text	classification	player_visible	confidence	evidence
charaMessageList.json	3058_61	/message	仏罰！	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference,japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | japanese_marker_chars=仏 | official_cn_dump=missing_record:authority.json/charaMessageList.json/3058_61/message | wiki_frozen_exact=data/voice_subtitles.json/vo_char_3058_00_61 | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
charaMessageList.json	3058_78	/message	好評配信中	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/charaMessageList.json/3058_78/message | wiki_frozen_typed_record=data/characters.json/南津凉子#charaId | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
emotionSkillMap.json	2203113	/name	永遠的刻	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/emotionSkillMap.json/2203113/name | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_BRANCH_1170_PART_2	/name	水鉄砲	确实漏译的说明/UI文本	True	0.95	scan=japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | japanese_marker_chars=鉄 | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_BRANCH_1170_PART_2/name | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_BRANCH_1192_PART_2	/name	水鉄砲	确实漏译的说明/UI文本	True	0.95	scan=japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | japanese_marker_chars=鉄 | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_BRANCH_1192_PART_2/name | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1086_EXCHANGE_2	/shortDescription	「情人节交換券」的兑换道具	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_field:authority.json/itemList.json/EVENT_DAILYTOWER_1086_EXCHANGE_2/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1124_EXCHANGE_2	/description	「情人节交換券」的兑换道具	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1124_EXCHANGE_2/description | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1124_EXCHANGE_2	/shortDescription	「情人节交換券」的兑换道具	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1124_EXCHANGE_2/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1125_EXCHANGE_2	/description	「情人节交換券」的兑换道具	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1125_EXCHANGE_2/description | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1125_EXCHANGE_2	/shortDescription	「情人节交換券」的兑换道具	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1125_EXCHANGE_2/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1130_STICKER_102500	/shortDescription	霧峰村、神滨市	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1130_STICKER_102500/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1130_STICKER_102600	/shortDescription	霧峰村、神滨市	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1130_STICKER_102600/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1130_STICKER_102700	/shortDescription	霧峰村、神滨市	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1130_STICKER_102700/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1130_STICKER_102900	/parameter	114,宮尾时雨	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1130_STICKER_102900/parameter | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1130_STICKER_111800	/shortDescription	水場	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1130_STICKER_111800/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1130_STICKER_120900	/shortDescription	水場	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1130_STICKER_120900/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1130_STICKER_303400	/name	恵萌花	确实漏译的说明/UI文本	True	0.95	scan=japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | japanese_marker_chars=恵 | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1130_STICKER_303400/name | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1130_STICKER_303400	/parameter	139,恵萌花	确实漏译的说明/UI文本	True	0.95	scan=japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | japanese_marker_chars=恵 | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1130_STICKER_303400/parameter | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1130_STICKER_305100	/name	飾利潤	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1130_STICKER_305100/name | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1130_STICKER_305100	/parameter	136,飾利潤	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1130_STICKER_305100/parameter | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1130_STICKER_305800	/name	南津涼子	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1130_STICKER_305800/name | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1130_STICKER_305800	/parameter	128,南津涼子	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1130_STICKER_305800/parameter | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1154_EXCHANGE_1	/description	「时女拾遺物語」的兑换道具	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1154_EXCHANGE_1/description | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1154_EXCHANGE_1	/shortDescription	「时女拾遺物語」的兑换道具	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1154_EXCHANGE_1/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1154_EXCHANGE_2	/description	「时女拾遺物語」的兑换道具	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1154_EXCHANGE_2/description | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1154_EXCHANGE_2	/shortDescription	「时女拾遺物語」的兑换道具	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1154_EXCHANGE_2/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1161_STICKER_112500	/shortDescription	霧峰村	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1161_STICKER_112500/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1189_STICKER_114300	/shortDescription	水場	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1189_STICKER_114300/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1189_STICKER_210600	/shortDescription	水場	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1189_STICKER_210600/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1212_EXCHANGE_1	/description	「神滨时空運動会」的兑换道具	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1212_EXCHANGE_1/description | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1212_EXCHANGE_1	/shortDescription	「神滨时空運動会」的兑换道具	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1212_EXCHANGE_1/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1212_STICKER_104900	/shortDescription	11世紀北欧	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1212_STICKER_104900/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1212_STICKER_105000	/shortDescription	11世紀北欧	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1212_STICKER_105000/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1212_STICKER_105200	/shortDescription	3世紀日本 邪馬台国	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1212_STICKER_105200/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1218_EXCHANGE_2	/description	可兑换専用在商店泳装衣装的券	确实漏译的说明/UI文本	True	0.95	scan=japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | japanese_marker_chars=専 | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1218_EXCHANGE_2/description | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	EVENT_DAILYTOWER_1218_EXCHANGE_2	/shortDescription	可兑换専用在商店泳装衣装的券	确实漏译的说明/UI文本	True	0.95	scan=japanese_shinjitai_marker | pass15_text_health=replacement/control/bidi:0 | japanese_marker_chars=専 | official_cn_dump=missing_record:authority.json/itemList.json/EVENT_DAILYTOWER_1218_EXCHANGE_2/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	GACHA_FREEBIE_343_MEDAL	/shortDescription	調整屋硬币	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_field:authority.json/itemList.json/GACHA_FREEBIE_343_MEDAL/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	GACHA_FREEBIE_346_MEDAL	/shortDescription	調整屋硬币	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_field:authority.json/itemList.json/GACHA_FREEBIE_346_MEDAL/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	GACHA_FREEBIE_350_MEDAL	/shortDescription	調整屋硬币	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_field:authority.json/itemList.json/GACHA_FREEBIE_350_MEDAL/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	GACHA_FREEBIE_358_MEDAL	/shortDescription	調整屋硬币	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_field:authority.json/itemList.json/GACHA_FREEBIE_358_MEDAL/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	GACHA_FREEBIE_361_MEDAL	/shortDescription	調整屋硬币	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_field:authority.json/itemList.json/GACHA_FREEBIE_361_MEDAL/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	GACHA_FREEBIE_365_MEDAL	/shortDescription	調整屋硬币	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_field:authority.json/itemList.json/GACHA_FREEBIE_365_MEDAL/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	GACHA_FREEBIE_370_MEDAL	/shortDescription	調整屋硬币	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_field:authority.json/itemList.json/GACHA_FREEBIE_370_MEDAL/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	GACHA_FREEBIE_373_MEDAL	/shortDescription	調整屋硬币	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_field:authority.json/itemList.json/GACHA_FREEBIE_373_MEDAL/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	GACHA_FREEBIE_376_MEDAL	/shortDescription	調整屋硬币	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_field:authority.json/itemList.json/GACHA_FREEBIE_376_MEDAL/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	GACHA_FREEBIE_390_MEDAL	/shortDescription	調整屋硬币	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_field:authority.json/itemList.json/GACHA_FREEBIE_390_MEDAL/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	GACHA_FREEBIE_396_MEDAL	/shortDescription	調整屋硬币	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_field:authority.json/itemList.json/GACHA_FREEBIE_396_MEDAL/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	GACHA_FREEBIE_406_MEDAL	/shortDescription	調整屋硬币	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_field:authority.json/itemList.json/GACHA_FREEBIE_406_MEDAL/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	GACHA_FREEBIE_414_MEDAL	/shortDescription	調整屋硬币	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_field:authority.json/itemList.json/GACHA_FREEBIE_414_MEDAL/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	GACHA_FREEBIE_419_MEDAL	/shortDescription	調整屋硬币	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_field:authority.json/itemList.json/GACHA_FREEBIE_419_MEDAL/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	GACHA_FREEBIE_429_MEDAL	/shortDescription	調整屋硬币	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_field:authority.json/itemList.json/GACHA_FREEBIE_429_MEDAL/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1009	/name	調整屋硬币	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/GACHA_FREEBIE_MEDAL_BLACK_1009/name | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
itemList.json	GACHA_FREEBIE_MEDAL_BLACK_1009	/shortDescription	調整屋硬币	确实漏译的说明/UI文本	True	0.95	scan=opencc_t2s_difference | pass15_text_health=replacement/control/bidi:0 | orthography_check=opencc_t2s_diff | official_cn_dump=missing_record:authority.json/itemList.json/GACHA_FREEBIE_MEDAL_BLACK_1009/shortDescription | wiki_frozen_exact=none | wiki_frozen_zh_exact=none | pass15_coverage=unchanged_or_not_in_382_delta
